pair_name,sample_index,sample_id,label,case_type,MMRL_pred,Bayes_pred,MMRL_conf,Bayes_conf,MMRL_entropy,Bayes_entropy,JS,sym_KL,L1,image_cosine,image_angle_deg,image_shift_norm,mc_image_shift_mean,mc_image_shift_std,mc_image_feature_var,Bayes_MI,Bayes_variation_ratio
case_B__VS__case_A,10,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Eye_Makeup/v_ApplyEyeMakeup_g03_c01.jpg,0,both_correct,0,0,0.9916463494300842,0.9979977607727051,0.04883274435997009,0.014542542397975922,0.0010538269998505712,0.004571021068841219,0.012705206871032715,0.9644536375999451,15.322518165971053,0.2666322886943817,0.255321204662323,0.011890055611729622,0.007323630154132843,0.00017477385699748993,0.0
case_B__VS__case_A,11,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Eye_Makeup/v_ApplyEyeMakeup_g03_c02.jpg,0,both_correct,0,0,0.9905768632888794,0.9827247858047485,0.05358533561229706,0.08736422657966614,0.0006012434605509043,0.002442421857267618,0.015746906399726868,0.9724694490432739,13.475550407542075,0.23465122282505035,0.22225482761859894,0.013279308564960957,0.006443618796765804,0.0016056597232818604,0.0
case_B__VS__case_A,12,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Eye_Makeup/v_ApplyEyeMakeup_g03_c03.jpg,0,both_correct,0,0,0.9965289235115051,0.9992406964302063,0.0254447590559721,0.006889914628118277,0.000487483135657385,0.0021610036492347717,0.005424779839813709,0.9628812670707703,15.659821589403016,0.27246564626693726,0.2517760097980499,0.013298948295414448,0.007218942977488041,7.792795076966286e-05,0.0
case_B__VS__case_A,13,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Eye_Makeup/v_ApplyEyeMakeup_g03_c04.jpg,0,both_correct,0,0,0.9897037148475647,0.9992694854736328,0.061701253056526184,0.00634619127959013,0.0024975633714348078,0.01282761711627245,0.019131742417812347,0.9533740878105164,17.565210620081267,0.3053719699382782,0.27415066957473755,0.02068505436182022,0.0075129433535039425,8.203089237213135e-05,0.0
case_B__VS__case_A,14,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Eye_Makeup/v_ApplyEyeMakeup_g03_c05.jpg,0,both_correct,0,0,0.9925665855407715,0.9996839761734009,0.04764234647154808,0.003043294185772538,0.0020377677865326405,0.011374285444617271,0.0142347551882267,0.9405118227005005,19.862311262914215,0.3449300229549408,0.30883851647377014,0.026995720341801643,0.008089899085462093,6.24640379101038e-05,0.0
case_B__VS__case_A,15,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Eye_Makeup/v_ApplyEyeMakeup_g03_c06.jpg,0,both_correct,0,0,0.9697597622871399,0.9760799407958984,0.13620075583457947,0.11316892504692078,0.0001983443071367219,0.0008022253168746829,0.012649038806557655,0.961569607257843,15.935870369580536,0.27723804116249084,0.25746193528175354,0.012727159075438976,0.007153214421123266,0.0019039064645767212,0.0
case_B__VS__case_A,16,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Eye_Makeup/v_ApplyEyeMakeup_g04_c01.jpg,0,both_correct,0,0,0.9074922800064087,0.8513376116752625,0.3130893111228943,0.4254709482192993,0.0037762566935271025,0.01523243822157383,0.11242933571338654,0.9658440351486206,15.018095758751407,0.2613661289215088,0.23513928055763245,0.013467580080032349,0.005703353323042393,0.01058933138847351,0.0
case_B__VS__case_A,17,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Eye_Makeup/v_ApplyEyeMakeup_g04_c02.jpg,0,both_correct,0,0,0.8317451477050781,0.773119330406189,0.4544883966445923,0.5388514399528503,0.0027336017228662968,0.010973572731018066,0.11725224554538727,0.9579139351844788,16.681758360607827,0.2901243269443512,0.2624400854110718,0.016659945249557495,0.0063092694617807865,0.016869723796844482,0.0
case_B__VS__case_A,18,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Eye_Makeup/v_ApplyEyeMakeup_g04_c03.jpg,0,MMRL_correct_Bayes_wrong,0,1,0.5512657165527344,0.6322717070579529,0.7061070799827576,0.789948046207428,0.027986790984869003,0.12317009270191193,0.425306111574173,0.9562893509864807,17.00301863717364,0.29567089676856995,0.2726738154888153,0.012570120394229889,0.0073685599491000175,0.02017277479171753,0.0
case_B__VS__case_A,19,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Eye_Makeup/v_ApplyEyeMakeup_g04_c04.jpg,0,both_correct,0,0,0.9112807512283325,0.9516051411628723,0.2999691665172577,0.194259911775589,0.0032340059988200665,0.01312119048088789,0.08068317174911499,0.9665094614028931,14.87025002333231,0.25880715250968933,0.24126453697681427,0.012847565114498138,0.006990581750869751,0.006789699196815491,0.0
case_B__VS__case_A,20,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Eye_Makeup/v_ApplyEyeMakeup_g04_c05.jpg,0,both_correct,0,0,0.8733935356140137,0.7725337147712708,0.38477572798728943,0.540963888168335,0.008884226903319359,0.03596460819244385,0.2020021229982376,0.958607017993927,16.542858286338106,0.2877251207828522,0.2688632905483246,0.02404804341495037,0.007941595278680325,0.018102705478668213,0.0
case_B__VS__case_A,21,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Eye_Makeup/v_ApplyEyeMakeup_g04_c06.jpg,0,both_correct,0,0,0.8814253807067871,0.7532176971435547,0.3645913898944855,0.5598173141479492,0.014009656384587288,0.05707642436027527,0.25641563534736633,0.9656444787979126,15.062157173475601,0.2621278762817383,0.2388974130153656,0.015476264990866184,0.006150239612907171,0.019602656364440918,0.0
case_B__VS__case_A,22,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Eye_Makeup/v_ApplyEyeMakeup_g04_c07.jpg,0,both_correct,0,0,0.8174861669540405,0.8463177680969238,0.4760630130767822,0.4300716817378998,0.0007476079044863582,0.0029944286216050386,0.057712193578481674,0.962798535823822,15.67737297475398,0.27276909351348877,0.2540423572063446,0.018751811236143112,0.0074827237986028194,0.012849509716033936,0.0
case_B__VS__case_A,23,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Eye_Makeup/v_ApplyEyeMakeup_g05_c01.jpg,0,MMRL_correct_Bayes_wrong,0,1,0.6473239064216614,0.5407071113586426,0.696623682975769,0.7649449110031128,0.02098817005753517,0.08463154733181,0.40451669692993164,0.9311355352401733,21.38747835420616,0.37111857533454895,0.33877483010292053,0.01756027713418007,0.007790587842464447,0.017879962921142578,0.3500000238418579
case_B__VS__case_A,24,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Eye_Makeup/v_ApplyEyeMakeup_g05_c02.jpg,0,both_correct,0,0,0.9903461337089539,0.9871910214424133,0.05561680719256401,0.07151861488819122,0.0001549882290419191,0.00064375891815871,0.006310890894383192,0.9434798955917358,19.355579165549113,0.3362150192260742,0.3087816834449768,0.018193306401371956,0.008055532351136208,0.000986352562904358,0.0
case_B__VS__case_A,25,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Eye_Makeup/v_ApplyEyeMakeup_g05_c03.jpg,0,both_correct,0,0,0.9873017072677612,0.9864362478256226,0.07048965245485306,0.07423730194568634,1.1830069524876308e-05,4.7798715968383476e-05,0.0018349341116845608,0.9541618824005127,17.415023876020847,0.30278071761131287,0.2761082053184509,0.012342255562543869,0.0067316750064492226,0.0009882152080535889,0.0
case_B__VS__case_A,26,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Eye_Makeup/v_ApplyEyeMakeup_g05_c04.jpg,0,both_correct,0,0,0.9944093823432922,0.9909259080886841,0.03628915175795555,0.054008934646844864,0.00023732168483547866,0.0009727700962685049,0.007042234763503075,0.9479684829711914,18.564026633280097,0.3225879669189453,0.2947692275047302,0.014626591466367245,0.007610517553985119,0.0004834495484828949,0.0
case_B__VS__case_A,27,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Eye_Makeup/v_ApplyEyeMakeup_g05_c05.jpg,0,both_correct,0,0,0.9900465607643127,0.9894028902053833,0.05793501436710358,0.062468115240335464,4.0570248529547825e-05,0.0001696220861049369,0.0012983462074771523,0.9522737264633179,17.77292793575536,0.308954119682312,0.28678929805755615,0.013899552635848522,0.007753451354801655,0.0010339133441448212,0.0
case_B__VS__case_A,28,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Eye_Makeup/v_ApplyEyeMakeup_g05_c06.jpg,0,both_correct,0,0,0.9952501058578491,0.9957809448242188,0.031057940796017647,0.028158102184534073,1.3163507901481353e-05,5.382773088058457e-05,0.0011133098741993308,0.9530991911888123,17.617325556145225,0.3062708079814911,0.2781980633735657,0.013043601997196674,0.005619136616587639,0.00030957162380218506,0.0
case_B__VS__case_A,29,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Eye_Makeup/v_ApplyEyeMakeup_g05_c07.jpg,0,both_correct,0,0,0.9252768754959106,0.9187065362930298,0.26801133155822754,0.2910943925380707,0.0002656959113664925,0.0011737497989088297,0.013141903094947338,0.9501293301582336,18.1711261431656,0.3158186376094818,0.2835838794708252,0.014428531751036644,0.007232727017253637,0.009484678506851196,0.0
case_B__VS__case_A,30,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Eye_Makeup/v_ApplyEyeMakeup_g06_c01.jpg,0,both_correct,0,0,0.9989299178123474,0.999082088470459,0.008980028331279755,0.007664191536605358,2.0185383618809283e-05,8.528797479812056e-05,0.0003134958096779883,0.9569048881530762,16.88199516100864,0.29358184337615967,0.2678194046020508,0.01971481926739216,0.008280931040644646,0.00012425146996974945,0.0
case_B__VS__case_A,31,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Eye_Makeup/v_ApplyEyeMakeup_g06_c02.jpg,0,both_correct,0,0,0.9995819926261902,0.9993497133255005,0.00394304096698761,0.005672517232596874,3.5040178772760555e-05,0.00014439335791394114,0.0006103868363425136,0.9518641829490662,17.8496407000922,0.31027665734291077,0.27822285890579224,0.018059195950627327,0.009065337479114532,6.70398585498333e-05,0.0
case_B__VS__case_A,32,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Eye_Makeup/v_ApplyEyeMakeup_g06_c03.jpg,0,both_correct,0,0,0.9797762632369995,0.9984312057495117,0.10755058377981186,0.013545461930334568,0.005109448917210102,0.027765924111008644,0.03731071576476097,0.954089879989624,17.428802618006856,0.3030185401439667,0.27070823311805725,0.015017056837677956,0.008295009844005108,0.00020133983343839645,0.0
case_B__VS__case_A,33,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Eye_Makeup/v_ApplyEyeMakeup_g06_c04.jpg,0,both_correct,0,0,0.9989996552467346,0.9994867444038391,0.008450807072222233,0.004520611837506294,5.5800155678298324e-05,0.0002507382014300674,0.0009743941482156515,0.9556677341461182,17.124394916199652,0.29776620864868164,0.2645378112792969,0.021267760545015335,0.007723134011030197,5.0595030188560486e-05,0.0
case_B__VS__case_A,34,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Eye_Makeup/v_ApplyEyeMakeup_g06_c05.jpg,0,both_correct,0,0,0.9990335702896118,0.9985361099243164,0.008115244098007679,0.011387021280825138,4.049497511005029e-05,0.00016398870502598584,0.0011187534546479583,0.9519495368003845,17.8336791640018,0.31000199913978577,0.2787363529205322,0.02298617549240589,0.008267289958894253,0.00010433048009872437,0.0
case_B__VS__case_A,35,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Eye_Makeup/v_ApplyEyeMakeup_g06_c06.jpg,0,both_correct,0,0,0.9998235106468201,0.9999241828918457,0.001862437347881496,0.0008838566136546433,1.4773193470318802e-05,6.380619743140414e-05,0.00020918610971421003,0.9569394588470459,16.87517307688878,0.293463796377182,0.26652806997299194,0.014012239873409271,0.007132020778954029,7.875205483287573e-06,0.0
case_B__VS__case_A,36,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Eye_Makeup/v_ApplyEyeMakeup_g06_c07.jpg,0,both_correct,0,0,0.9986581802368164,0.999548614025116,0.011236119084060192,0.004124454688280821,0.00015180048649199307,0.0007239748956635594,0.0017815153114497662,0.9536386728286743,17.514908739955427,0.30450406670570374,0.2802959978580475,0.011799464002251625,0.008406850509345531,3.811577335000038e-05,0.0
case_B__VS__case_A,37,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Eye_Makeup/v_ApplyEyeMakeup_g07_c01.jpg,0,both_correct,0,0,0.96397864818573,0.9103937149047852,0.18667814135551453,0.3697177767753601,0.006868259981274605,0.02878427505493164,0.1071700006723404,0.9651117920875549,15.17916081641485,0.264151930809021,0.24751493334770203,0.010142804123461246,0.006569040007889271,0.011723160743713379,0.0
case_B__VS__case_A,38,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Eye_Makeup/v_ApplyEyeMakeup_g07_c02.jpg,0,both_correct,0,0,0.9855374693870544,0.9697389602661133,0.08666042983531952,0.1628389060497284,0.00168171850964427,0.0070152198895812035,0.0315970852971077,0.9663817286491394,14.898741132933008,0.25930026173591614,0.2449990212917328,0.012158868834376335,0.006732622627168894,0.005154013633728027,0.0
case_B__VS__case_A,39,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Eye_Makeup/v_ApplyEyeMakeup_g07_c03.jpg,0,both_correct,0,0,0.9937142729759216,0.9870845079421997,0.03877336531877518,0.06948946416378021,0.0006109388777986169,0.0024984388146549463,0.013372267596423626,0.963681161403656,15.48912446540562,0.26951414346694946,0.2427244633436203,0.009458479471504688,0.00622809212654829,0.001790374517440796,0.0
case_B__VS__case_A,40,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Eye_Makeup/v_ApplyEyeMakeup_g07_c04.jpg,0,both_correct,0,0,0.9960466027259827,0.9916750192642212,0.02633855864405632,0.048536743968725204,0.000420121185015887,0.0017215046100318432,0.008846811950206757,0.9663817286491394,14.898741132933008,0.25930091738700867,0.23906373977661133,0.01125400047749281,0.006952873431146145,0.001170128583908081,0.0
case_B__VS__case_A,41,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Eye_Makeup/v_ApplyEyeMakeup_g07_c05.jpg,0,both_correct,0,0,0.9979015588760376,0.9970977902412415,0.01583181880414486,0.020403269678354263,6.059222141630016e-05,0.0002465939614921808,0.001856961869634688,0.9705644249916077,13.936220117931306,0.2426343858242035,0.22341962158679962,0.010073182173073292,0.005775873549282551,0.0003082752227783203,0.0
case_B__VS__case_A,42,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Eye_Makeup/v_ApplyEyeMakeup_g07_c06.jpg,0,both_correct,0,0,0.9894788861274719,0.9949890971183777,0.06344515085220337,0.03401029482483864,0.0005081420531496406,0.0020804456435143948,0.011031392961740494,0.9652355909347534,15.152047339669203,0.26368311047554016,0.24711672961711884,0.013337384909391403,0.0068160658702254295,0.0006136894226074219,0.0
case_B__VS__case_A,43,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Eye_Makeup/v_ApplyEyeMakeup_g07_c07.jpg,0,both_correct,0,0,0.9699327349662781,0.9750200510025024,0.15381699800491333,0.12609151005744934,0.0005229790695011616,0.0022063064388930798,0.010270500555634499,0.9650219082832336,15.19881688364688,0.2644922435283661,0.25162896513938904,0.011869401670992374,0.006592973135411739,0.0032565444707870483,0.0
case_B__VS__case_A,44,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Lipstick/v_ApplyLipstick_g01_c01.jpg,1,both_wrong,19,19,0.7634249329566956,0.5708314180374146,0.6700906753540039,0.7429323196411133,0.026928827166557312,0.11083684861660004,0.41627633571624756,0.9350159764289856,20.769273789942325,0.36051106452941895,0.31891098618507385,0.013735322281718254,0.009058939293026924,0.027952253818511963,0.30000001192092896
case_B__VS__case_A,45,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Lipstick/v_ApplyLipstick_g01_c02.jpg,1,both_correct,1,1,0.8738281726837158,0.8539695739746094,0.5342507362365723,0.5121176838874817,0.010822094976902008,0.0454862155020237,0.12007112801074982,0.9404669404029846,19.8698786308967,0.34505990147590637,0.30453169345855713,0.018169114366173744,0.008728615939617157,0.022144049406051636,0.0
case_B__VS__case_A,46,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Lipstick/v_ApplyLipstick_g01_c03.jpg,1,both_correct,1,1,0.6467115879058838,0.641325831413269,1.146788477897644,0.9890231490135193,0.019578617066144943,0.08322301506996155,0.20281696319580078,0.9542009830474854,17.4075369525859,0.30265161395072937,0.27310141921043396,0.01579437591135502,0.008557150140404701,0.03806692361831665,0.10000002384185791
case_B__VS__case_A,47,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Lipstick/v_ApplyLipstick_g01_c04.jpg,1,both_wrong,19,19,0.6756206750869751,0.8175107836723328,0.6993472576141357,0.4909416735172272,0.014320849440991879,0.05909015238285065,0.283785879611969,0.9546278715133667,17.32559313597174,0.30123820900917053,0.27273425459861755,0.012408331967890263,0.00733601301908493,0.01570191979408264,0.0
case_B__VS__case_A,48,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Lipstick/v_ApplyLipstick_g01_c05.jpg,1,both_correct,1,1,0.995078444480896,0.992773711681366,0.03557787463068962,0.046583205461502075,0.0005435582716017962,0.0022519947960972786,0.007334785535931587,0.9424274563789368,19.536704471125855,0.3393303155899048,0.3054717183113098,0.015651555731892586,0.0077010937966406345,0.001904211938381195,0.0
case_B__VS__case_A,49,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Lipstick/v_ApplyLipstick_g02_c01.jpg,1,both_correct,1,1,0.9287108778953552,0.775833249092102,0.3295983672142029,0.7036116123199463,0.028699487447738647,0.12198206782341003,0.31970566511154175,0.9389634132385254,20.121802437189356,0.3493897616863251,0.32090649008750916,0.012362026609480381,0.007389734499156475,0.031150102615356445,0.0
case_B__VS__case_A,50,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Lipstick/v_ApplyLipstick_g02_c02.jpg,1,both_correct,1,1,0.9458082318305969,0.945370078086853,0.23416708409786224,0.24190790951251984,0.0002174016844946891,0.0008840743685141206,0.005416080355644226,0.9510300159454346,18.004912862090734,0.31295332312583923,0.28527432680130005,0.013035867363214493,0.0077817561104893684,0.007151201367378235,0.0
case_B__VS__case_A,51,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Lipstick/v_ApplyLipstick_g02_c03.jpg,1,both_correct,1,1,0.9721935391426086,0.9573221206665039,0.15749196708202362,0.22084273397922516,0.0018467440968379378,0.007568953093141317,0.03627913072705269,0.9452376961708069,19.04936937664013,0.33094522356987,0.3010708689689636,0.014087908901274204,0.0075848279520869255,0.0072056204080581665,0.0
case_B__VS__case_A,52,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Lipstick/v_ApplyLipstick_g02_c04.jpg,1,both_correct,1,1,0.9867976307868958,0.9830568432807922,0.07901954650878906,0.10306332260370255,0.0015086280182003975,0.006408944260329008,0.015897130593657494,0.9482831954956055,18.507304428316353,0.3216107487678528,0.28983357548713684,0.01567438617348671,0.007651932537555695,0.0037380680441856384,0.0
case_B__VS__case_A,53,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Lipstick/v_ApplyLipstick_g03_c01.jpg,1,MMRL_wrong_Bayes_correct,19,1,0.5598225593566895,0.6089732646942139,0.8198554515838623,0.7831428647041321,0.019888386130332947,0.08045463263988495,0.3936622142791748,0.9387258887290955,20.161324766444935,0.35006916522979736,0.31929126381874084,0.022340858355164528,0.01324127335101366,0.07226961851119995,0.19999998807907104
case_B__VS__case_A,54,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Lipstick/v_ApplyLipstick_g03_c02.jpg,1,both_correct,1,1,0.9619129300117493,0.9614351987838745,0.19268353283405304,0.17865736782550812,0.000865090754814446,0.00394091522321105,0.009649399667978287,0.9405933618545532,19.848556291584384,0.344693124294281,0.31581321358680725,0.017949197441339493,0.010261575691401958,0.01207636296749115,0.0
case_B__VS__case_A,55,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Lipstick/v_ApplyLipstick_g03_c03.jpg,1,both_correct,1,1,0.9041252732276917,0.8933942914009094,0.38688960671424866,0.3971966803073883,0.0009328795131295919,0.004478435032069683,0.031267207115888596,0.9428313970565796,19.467377646943916,0.33813825249671936,0.3061397075653076,0.026553910225629807,0.010327409952878952,0.04265296459197998,0.0
case_B__VS__case_A,56,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Lipstick/v_ApplyLipstick_g03_c04.jpg,1,both_correct,1,1,0.5942526459693909,0.6839276552200317,1.277354121208191,1.1294140815734863,0.0391438789665699,0.1702050119638443,0.36323779821395874,0.9346303343772888,20.831495247221625,0.3615790009498596,0.32209640741348267,0.019576551392674446,0.010769609361886978,0.07432913780212402,0.10000002384185791
case_B__VS__case_A,57,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Lipstick/v_ApplyLipstick_g04_c01.jpg,1,both_wrong,0,0,0.5117756724357605,0.5383429527282715,0.7305991649627686,0.791765570640564,0.00613970123231411,0.030763257294893265,0.0914987176656723,0.9321479797363281,21.227839710255314,0.36838027834892273,0.33929920196533203,0.022138303145766258,0.007915305905044079,0.03504157066345215,0.44999998807907104
case_B__VS__case_A,58,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Lipstick/v_ApplyLipstick_g04_c02.jpg,1,both_correct,1,1,0.9775240421295166,0.995958685874939,0.11161740869283676,0.02792259305715561,0.0036639180034399033,0.01655288226902485,0.03686947748064995,0.9419530034065247,19.617832364204332,0.34072571992874146,0.3140202462673187,0.01480182632803917,0.00818162877112627,0.0006604213267564774,0.0
