pair_name,bayes_mode,sample_index,sample_id,label,main_pred,rep_pred,fusion_pred,main_correct,rep_correct,fusion_correct,main_rep_pred_disagree,main_rep_margin_sign_conflict,disagreement_type,fusion_followed_prediction,main_true_margin,rep_true_margin,fusion_true_margin,main_max_wrong_class,rep_max_wrong_class,fusion_max_wrong_class,margin_conflict_type,fusion_followed_margin_side,fusion_margin_negative,main_true_prob,rep_true_prob,fusion_true_prob,main_max_wrong_prob,rep_max_wrong_prob,fusion_max_wrong_prob
case_B__VS__case_A,mc_prob_mean_probs,15,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Eye_Makeup/v_ApplyEyeMakeup_g03_c06.jpg,0,0,0,0,True,True,True,False,False,same_pred_both_correct,both_same_prediction,0.7721362113952637,0.9987161755561829,0.952184796333313,1,1,1,both_positive,branches_same_margin_side,False,0.8860311508178711,0.9993144273757935,0.9760799407958984,0.11389496177434921,0.0005982761504128575,0.023895129561424255
case_B__VS__case_A,mc_prob_mean_probs,16,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Eye_Makeup/v_ApplyEyeMakeup_g04_c01.jpg,0,0,0,0,True,True,True,False,False,same_pred_both_correct,both_same_prediction,0.757274329662323,0.47948333621025085,0.7034055590629578,1,1,1,both_positive,branches_same_margin_side,False,0.8779598474502563,0.7390821576118469,0.8513376116752625,0.12068550288677216,0.25959882140159607,0.1479320377111435
case_B__VS__case_A,mc_prob_mean_probs,17,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Eye_Makeup/v_ApplyEyeMakeup_g04_c02.jpg,0,0,0,0,True,True,True,False,False,same_pred_both_correct,both_same_prediction,0.45470288395881653,0.6504721641540527,0.5466565489768982,1,1,1,both_positive,branches_same_margin_side,False,0.7270685434341431,0.8243028521537781,0.773119330406189,0.27236565947532654,0.17383070290088654,0.22646279633045197
case_B__VS__case_A,mc_prob_mean_probs,18,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Eye_Makeup/v_ApplyEyeMakeup_g04_c03.jpg,0,1,1,1,False,False,False,False,False,same_pred_both_wrong,both_same_prediction,-0.3821973204612732,-0.008956432342529297,-0.293658971786499,1,1,1,both_negative,branches_same_margin_side,True,0.26670271158218384,0.47911301255226135,0.33861273527145386,0.648900032043457,0.48806944489479065,0.6322717070579529
case_B__VS__case_A,mc_prob_mean_probs,19,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Eye_Makeup/v_ApplyEyeMakeup_g04_c04.jpg,0,0,0,0,True,True,True,False,False,same_pred_both_correct,both_same_prediction,0.9355792999267578,0.693854570388794,0.9032647609710693,1,1,1,both_positive,branches_same_margin_side,False,0.9677368402481079,0.8468784093856812,0.9516051411628723,0.03215751796960831,0.15302380919456482,0.048340361565351486
case_B__VS__case_A,mc_prob_mean_probs,20,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Eye_Makeup/v_ApplyEyeMakeup_g04_c05.jpg,0,0,0,0,True,True,True,False,False,same_pred_both_correct,both_same_prediction,0.3968443274497986,0.7086374759674072,0.5457217693328857,1,1,1,both_positive,branches_same_margin_side,False,0.6981416940689087,0.8515766859054565,0.7725337147712708,0.3012973666191101,0.1429392397403717,0.22681193053722382
case_B__VS__case_A,mc_prob_mean_probs,21,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Eye_Makeup/v_ApplyEyeMakeup_g04_c06.jpg,0,0,0,0,True,True,True,False,False,same_pred_both_correct,both_same_prediction,0.6029378175735474,0.2222146987915039,0.5065385699272156,1,1,1,both_positive,branches_same_margin_side,False,0.8012688755989075,0.6110582947731018,0.7532176971435547,0.1983310580253601,0.3888435959815979,0.2466791421175003
case_B__VS__case_A,mc_prob_mean_probs,22,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Eye_Makeup/v_ApplyEyeMakeup_g04_c07.jpg,0,0,0,0,True,True,True,False,False,same_pred_both_correct,both_same_prediction,0.8214129209518433,0.12188118696212769,0.6927480697631836,1,1,1,both_positive,branches_same_margin_side,False,0.9105309247970581,0.5609139204025269,0.8463177680969238,0.08911800384521484,0.43903273344039917,0.15356968343257904
case_B__VS__case_A,mc_prob_mean_probs,23,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Eye_Makeup/v_ApplyEyeMakeup_g05_c01.jpg,0,1,0,1,False,True,False,True,True,main_wrong_rep_correct,main,-0.23870915174484253,0.1991077959537506,-0.09542441368103027,1,1,1,main_negative_rep_positive,main,True,0.3774895668029785,0.48466047644615173,0.4452826976776123,0.616198718547821,0.2855526804924011,0.5407071113586426
case_B__VS__case_A,mc_prob_mean_probs,24,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Eye_Makeup/v_ApplyEyeMakeup_g05_c02.jpg,0,0,0,0,True,True,True,False,False,same_pred_both_correct,both_same_prediction,0.952080249786377,0.9786704778671265,0.9749904274940491,1,77,1,both_positive,branches_same_margin_side,False,0.9757596254348755,0.9874688386917114,0.9871910214424133,0.023679398000240326,0.008798344992101192,0.012200589291751385
case_B__VS__case_A,mc_prob_mean_probs,25,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Eye_Makeup/v_ApplyEyeMakeup_g05_c03.jpg,0,0,0,0,True,True,True,False,False,same_pred_both_correct,both_same_prediction,0.8739674091339111,0.9990060925483704,0.9733185768127441,1,1,1,both_positive,branches_same_margin_side,False,0.9364272356033325,0.9994081258773804,0.9864362478256226,0.06245982646942139,0.0004020524211227894,0.013117695227265358
case_B__VS__case_A,mc_prob_mean_probs,26,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Eye_Makeup/v_ApplyEyeMakeup_g05_c04.jpg,0,0,0,0,True,True,True,False,False,same_pred_both_correct,both_same_prediction,0.9732682704925537,0.9910116195678711,0.9823029637336731,1,1,1,both_positive,branches_same_margin_side,False,0.9860734939575195,0.9953710436820984,0.9909259080886841,0.012805233709514141,0.004359436221420765,0.008622917346656322
case_B__VS__case_A,mc_prob_mean_probs,27,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Eye_Makeup/v_ApplyEyeMakeup_g05_c05.jpg,0,0,0,0,True,True,True,False,False,same_pred_both_correct,both_same_prediction,0.9483098983764648,0.992625892162323,0.9796153903007507,1,33,1,both_positive,branches_same_margin_side,False,0.9737021327018738,0.9950852394104004,0.9894028902053833,0.025392230600118637,0.00245935027487576,0.009787487797439098
case_B__VS__case_A,mc_prob_mean_probs,28,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Eye_Makeup/v_ApplyEyeMakeup_g05_c06.jpg,0,0,0,0,True,True,True,False,False,same_pred_both_correct,both_same_prediction,0.9824042320251465,0.9982579350471497,0.9917242527008057,1,1,1,both_positive,branches_same_margin_side,False,0.9909998178482056,0.9990891218185425,0.9957809448242188,0.008595580235123634,0.0008311897399835289,0.004056709818542004
case_B__VS__case_A,mc_prob_mean_probs,29,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Eye_Makeup/v_ApplyEyeMakeup_g05_c07.jpg,0,0,0,0,True,True,True,False,False,same_pred_both_correct,both_same_prediction,0.7307745218276978,0.9324948787689209,0.838861346244812,1,1,1,both_positive,branches_same_margin_side,False,0.863381028175354,0.9657931327819824,0.9187065362930298,0.13260653614997864,0.033298246562480927,0.07984517514705658
case_B__VS__case_A,mc_prob_mean_probs,30,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Eye_Makeup/v_ApplyEyeMakeup_g06_c01.jpg,0,0,0,0,True,True,True,False,False,same_pred_both_correct,both_same_prediction,0.9967989325523376,0.9993374943733215,0.9982454180717468,1,1,1,both_positive,branches_same_margin_side,False,0.9982575178146362,0.9996547698974609,0.999082088470459,0.0014585983008146286,0.00031727514578960836,0.0008366700494661927
case_B__VS__case_A,mc_prob_mean_probs,31,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Eye_Makeup/v_ApplyEyeMakeup_g06_c02.jpg,0,0,0,0,True,True,True,False,False,same_pred_both_correct,both_same_prediction,0.994251549243927,0.9999436736106873,0.9987618923187256,1,1,1,both_positive,branches_same_margin_side,False,0.9967926740646362,0.9999712109565735,0.9993497133255005,0.002541125286370516,2.7536827474250458e-05,0.0005878014490008354
case_B__VS__case_A,mc_prob_mean_probs,32,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Eye_Makeup/v_ApplyEyeMakeup_g06_c03.jpg,0,0,0,0,True,True,True,False,False,same_pred_both_correct,both_same_prediction,0.9892146587371826,0.9995533227920532,0.9975993633270264,1,12,12,both_positive,branches_same_margin_side,False,0.991692841053009,0.9997659921646118,0.9984312057495117,0.002478168345987797,0.00021268802811391652,0.0008318590116687119
case_B__VS__case_A,mc_prob_mean_probs,33,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Eye_Makeup/v_ApplyEyeMakeup_g06_c04.jpg,0,0,0,0,True,True,True,False,False,same_pred_both_correct,both_same_prediction,0.9974909424781799,0.9998320937156677,0.9989967346191406,1,1,1,both_positive,branches_same_margin_side,False,0.9986871480941772,0.9999144673347473,0.9994867444038391,0.0011961787240579724,8.234727283706889e-05,0.0004900093772448599
case_B__VS__case_A,mc_prob_mean_probs,34,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Eye_Makeup/v_ApplyEyeMakeup_g06_c05.jpg,0,0,0,0,True,True,True,False,False,same_pred_both_correct,both_same_prediction,0.9862842559814453,0.9997535943984985,0.9971566200256348,1,12,1,both_positive,branches_same_margin_side,False,0.9930509328842163,0.9998513460159302,0.9985361099243164,0.006766670849174261,9.777785453479737e-05,0.0013794740661978722
case_B__VS__case_A,mc_prob_mean_probs,35,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Eye_Makeup/v_ApplyEyeMakeup_g06_c06.jpg,0,0,0,0,True,True,True,False,False,same_pred_both_correct,both_same_prediction,0.9989885091781616,0.9999967217445374,0.9998821020126343,1,12,1,both_positive,branches_same_margin_side,False,0.9993304014205933,0.9999980926513672,0.9999241828918457,0.00034186281845904887,1.3461105936585227e-06,4.20535980083514e-05
case_B__VS__case_A,mc_prob_mean_probs,36,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Eye_Makeup/v_ApplyEyeMakeup_g06_c07.jpg,0,0,0,0,True,True,True,False,False,same_pred_both_correct,both_same_prediction,0.9967483282089233,0.9999479651451111,0.9991471171379089,1,1,1,both_positive,branches_same_margin_side,False,0.9982175827026367,0.9999716877937317,0.999548614025116,0.0014692624099552631,2.3728145606582984e-05,0.0004014972073491663
case_B__VS__case_A,mc_prob_mean_probs,37,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Eye_Makeup/v_ApplyEyeMakeup_g07_c01.jpg,0,0,0,0,True,True,True,False,False,same_pred_both_correct,both_same_prediction,0.7853692770004272,0.7923625111579895,0.8466320037841797,12,1,1,both_positive,branches_same_margin_side,False,0.8567123413085938,0.8946899175643921,0.9103937149047852,0.07134304195642471,0.1023273915052414,0.06376172602176666
case_B__VS__case_A,mc_prob_mean_probs,38,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Eye_Makeup/v_ApplyEyeMakeup_g07_c02.jpg,0,0,0,0,True,True,True,False,False,same_pred_both_correct,both_same_prediction,0.9386565685272217,0.9401093125343323,0.9532668590545654,1,12,1,both_positive,branches_same_margin_side,False,0.9606245756149292,0.9635561108589172,0.9697389602661133,0.021968025714159012,0.02344677224755287,0.016472117975354195
case_B__VS__case_A,mc_prob_mean_probs,39,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Eye_Makeup/v_ApplyEyeMakeup_g07_c03.jpg,0,0,0,0,True,True,True,False,False,same_pred_both_correct,both_same_prediction,0.8749778270721436,0.9992251396179199,0.9742351770401001,1,1,1,both_positive,branches_same_margin_side,False,0.9373046159744263,0.9996101260185242,0.9870845079421997,0.062326766550540924,0.0003850053471978754,0.01284934114664793
case_B__VS__case_A,mc_prob_mean_probs,40,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Eye_Makeup/v_ApplyEyeMakeup_g07_c04.jpg,0,0,0,0,True,True,True,False,False,same_pred_both_correct,both_same_prediction,0.9185489416122437,0.9994155764579773,0.9834039807319641,1,1,1,both_positive,branches_same_margin_side,False,0.9591798782348633,0.9996923208236694,0.9916750192642212,0.04063092917203903,0.00027673831209540367,0.008271063677966595
case_B__VS__case_A,mc_prob_mean_probs,41,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Eye_Makeup/v_ApplyEyeMakeup_g07_c05.jpg,0,0,0,0,True,True,True,False,False,same_pred_both_correct,both_same_prediction,0.9700560569763184,0.999816358089447,0.9943021535873413,1,1,1,both_positive,branches_same_margin_side,False,0.9847722053527832,0.9998985528945923,0.9970977902412415,0.014716142788529396,8.218549191951752e-05,0.0027956448029726744
case_B__VS__case_A,mc_prob_mean_probs,42,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Eye_Makeup/v_ApplyEyeMakeup_g07_c06.jpg,0,0,0,0,True,True,True,False,False,same_pred_both_correct,both_same_prediction,0.9779459834098816,0.9965802431106567,0.9906851649284363,1,12,1,both_positive,branches_same_margin_side,False,0.9884549975395203,0.9978893995285034,0.9949890971183777,0.010509041137993336,0.0013091290602460504,0.004303932189941406
case_B__VS__case_A,mc_prob_mean_probs,43,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Eye_Makeup/v_ApplyEyeMakeup_g07_c07.jpg,0,0,0,0,True,True,True,False,False,same_pred_both_correct,both_same_prediction,0.849342405796051,0.9939056038856506,0.9521088600158691,1,1,1,both_positive,branches_same_margin_side,False,0.922205924987793,0.9961580038070679,0.9750200510025024,0.07286350429058075,0.0022524248342961073,0.02291119284927845
case_B__VS__case_A,mc_prob_mean_probs,44,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Lipstick/v_ApplyLipstick_g01_c01.jpg,1,19,19,19,False,False,False,False,False,same_pred_both_wrong,both_same_prediction,-0.0032397210597991943,-0.3802902102470398,-0.15059393644332886,19,19,19,both_negative,branches_same_margin_side,True,0.4894840717315674,0.2982972264289856,0.4202374815940857,0.4927237927913666,0.6785874366760254,0.5708314180374146
case_B__VS__case_A,mc_prob_mean_probs,45,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Lipstick/v_ApplyLipstick_g01_c02.jpg,1,1,19,1,True,False,True,True,True,main_correct_rep_wrong,main,0.8825386762619019,-0.1456751823425293,0.7311176061630249,19,19,19,main_positive_rep_negative,main,False,0.9302158355712891,0.4060690999031067,0.8539695739746094,0.04767712950706482,0.551744282245636,0.12285196781158447
case_B__VS__case_A,mc_prob_mean_probs,46,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Lipstick/v_ApplyLipstick_g01_c03.jpg,1,1,1,1,True,True,True,False,False,same_pred_both_correct,both_same_prediction,0.35729384422302246,0.14546412229537964,0.36189672350883484,19,19,19,both_positive,branches_same_margin_side,False,0.5649557113647461,0.5521005988121033,0.641325831413269,0.20766186714172363,0.40663647651672363,0.2794291079044342
case_B__VS__case_A,mc_prob_mean_probs,47,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Lipstick/v_ApplyLipstick_g01_c04.jpg,1,19,19,19,False,False,False,False,False,same_pred_both_wrong,both_same_prediction,-0.23824429512023926,-0.9383683800697327,-0.637223482131958,19,19,19,both_negative,branches_same_margin_side,True,0.37709659337997437,0.03027644194662571,0.18028733134269714,0.6153408885002136,0.9686447978019714,0.8175107836723328
case_B__VS__case_A,mc_prob_mean_probs,48,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Lipstick/v_ApplyLipstick_g01_c05.jpg,1,1,1,1,True,True,True,False,False,same_pred_both_correct,both_same_prediction,0.9890753626823425,0.9592825174331665,0.9865926504135132,19,19,19,both_positive,branches_same_margin_side,False,0.993869423866272,0.9787265658378601,0.992773711681366,0.004794062115252018,0.019444039091467857,0.006181060802191496
case_B__VS__case_A,mc_prob_mean_probs,49,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Lipstick/v_ApplyLipstick_g02_c01.jpg,1,1,1,1,True,True,True,False,False,same_pred_both_correct,both_same_prediction,0.3996918201446533,0.8459597826004028,0.6290169954299927,19,19,19,both_positive,branches_same_margin_side,False,0.6443462371826172,0.8995351791381836,0.775833249092102,0.24465441703796387,0.05357537791132927,0.146816223859787
case_B__VS__case_A,mc_prob_mean_probs,50,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Lipstick/v_ApplyLipstick_g02_c02.jpg,1,1,1,1,True,True,True,False,False,same_pred_both_correct,both_same_prediction,0.7833330035209656,0.97841477394104,0.8994304537773132,0,0,0,both_positive,branches_same_margin_side,False,0.8809941411018372,0.9881887435913086,0.945370078086853,0.09766111522912979,0.009773940779268742,0.0459396131336689
case_B__VS__case_A,mc_prob_mean_probs,51,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Lipstick/v_ApplyLipstick_g02_c03.jpg,1,1,1,1,True,True,True,False,False,same_pred_both_correct,both_same_prediction,0.8888705968856812,0.9719330668449402,0.9382370710372925,77,19,19,both_positive,branches_same_margin_side,False,0.9215680956840515,0.9821153879165649,0.9573221206665039,0.03269752860069275,0.010182303376495838,0.019085053354501724
case_B__VS__case_A,mc_prob_mean_probs,52,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Lipstick/v_ApplyLipstick_g02_c04.jpg,1,1,1,1,True,True,True,False,False,same_pred_both_correct,both_same_prediction,0.8905950784683228,0.9899784922599792,0.9747484922409058,19,0,19,both_positive,branches_same_margin_side,False,0.9389063715934753,0.9943021535873413,0.9830568432807922,0.04831128194928169,0.00432364409789443,0.00830836221575737
case_B__VS__case_A,mc_prob_mean_probs,53,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Lipstick/v_ApplyLipstick_g03_c01.jpg,1,1,19,1,True,False,True,True,True,main_correct_rep_wrong,main,0.7044358253479004,-0.7387600541114807,0.2406669557094574,19,19,19,main_positive_rep_negative,main,False,0.8364861607551575,0.09565312415361404,0.6089732646942139,0.13205033540725708,0.8344131708145142,0.36830630898475647
case_B__VS__case_A,mc_prob_mean_probs,54,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Lipstick/v_ApplyLipstick_g03_c02.jpg,1,1,1,1,True,True,True,False,False,same_pred_both_correct,both_same_prediction,0.9563338160514832,0.6470340490341187,0.9255927801132202,19,19,19,both_positive,branches_same_margin_side,False,0.9757440686225891,0.8138896226882935,0.9614351987838745,0.019410274922847748,0.1668556034564972,0.03584238886833191
case_B__VS__case_A,mc_prob_mean_probs,55,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Lipstick/v_ApplyLipstick_g03_c03.jpg,1,1,1,1,True,True,True,False,False,same_pred_both_correct,both_same_prediction,0.8650556802749634,0.31439247727394104,0.8028602600097656,19,0,19,both_positive,branches_same_margin_side,False,0.929641604423523,0.5420466065406799,0.8933942914009094,0.06458593904972076,0.2276541292667389,0.09053400158882141
