pair_name,feature,sample_index,sample_id,label,case_type,mc_feature_dev_mean,mc_feature_dev_std,mc_feature_cos_to_mc_mean,mc_mean_dist_to_posterior_mean,mc_mean_cos_to_posterior_mean,mc_mean_dist_to_MMRL,mc_mean_cos_to_MMRL
case_B__VS__case_A,features_img,38,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Eye_Makeup/v_ApplyEyeMakeup_g07_c02.jpg,0,both_correct,0.081444151699543,0.009973653592169285,0.996627926826477,0.05428938567638397,0.998526930809021,0.23117037117481232,0.9731954336166382
case_B__VS__case_A,features_img,39,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Eye_Makeup/v_ApplyEyeMakeup_g07_c03.jpg,0,both_correct,0.07838688045740128,0.009142733179032803,0.9968811273574829,0.06387874484062195,0.997958242893219,0.22973144054412842,0.973534107208252
case_B__VS__case_A,features_img,40,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Eye_Makeup/v_ApplyEyeMakeup_g07_c04.jpg,0,both_correct,0.08264036476612091,0.011110475286841393,0.9965174794197083,0.05855727940797806,0.9982856512069702,0.22433288395404816,0.9747555255889893
case_B__VS__case_A,features_img,41,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Eye_Makeup/v_ApplyEyeMakeup_g07_c05.jpg,0,both_correct,0.07546818256378174,0.008968101814389229,0.9971078634262085,0.054680321365594864,0.9985048770904541,0.21033763885498047,0.9778190851211548
case_B__VS__case_A,features_img,42,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Eye_Makeup/v_ApplyEyeMakeup_g07_c06.jpg,0,both_correct,0.08196102827787399,0.009922473691403866,0.9965861439704895,0.05745285376906395,0.9983497262001038,0.2332991659641266,0.9726983308792114
case_B__VS__case_A,features_img,43,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Eye_Makeup/v_ApplyEyeMakeup_g07_c07.jpg,0,both_correct,0.08061873912811279,0.00967429205775261,0.9966980814933777,0.05568326637148857,0.998449981212616,0.23846395313739777,0.9714788198471069
case_B__VS__case_A,features_img,44,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Lipstick/v_ApplyLipstick_g01_c01.jpg,1,both_wrong,0.09463008493185043,0.010202212259173393,0.9954603910446167,0.07701943814754486,0.9970308542251587,0.30468660593032837,0.9533817768096924
case_B__VS__case_A,features_img,45,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Lipstick/v_ApplyLipstick_g01_c02.jpg,1,both_correct,0.09248529374599457,0.013231933116912842,0.9956261515617371,0.07382258772850037,0.997272789478302,0.29041528701782227,0.9576539397239685
case_B__VS__case_A,features_img,46,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Lipstick/v_ApplyLipstick_g01_c03.jpg,1,both_correct,0.09150160849094391,0.013586942106485367,0.9957122802734375,0.06539365649223328,0.997861921787262,0.2574426233768463,0.9667282700538635
case_B__VS__case_A,features_img,47,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Lipstick/v_ApplyLipstick_g01_c04.jpg,1,both_wrong,0.08519430458545685,0.008828611113131046,0.9963251948356628,0.0650012344121933,0.9978864192962646,0.25923338532447815,0.9662818312644958
case_B__VS__case_A,features_img,48,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Lipstick/v_ApplyLipstick_g01_c05.jpg,1,both_correct,0.08712370693683624,0.01051446981728077,0.9961420893669128,0.06829876452684402,0.9976661801338196,0.2930133640766144,0.9569128751754761
case_B__VS__case_A,features_img,49,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Lipstick/v_ApplyLipstick_g02_c01.jpg,1,both_correct,0.08555836975574493,0.008336646482348442,0.9962984323501587,0.07069358974695206,0.9974988698959351,0.30942538380622864,0.9519569277763367
case_B__VS__case_A,features_img,50,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Lipstick/v_ApplyLipstick_g02_c02.jpg,1,both_correct,0.08762162178754807,0.010208209976553917,0.9961015582084656,0.06363040208816528,0.99797523021698,0.27160561084747314,0.9629785418510437
case_B__VS__case_A,features_img,51,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Lipstick/v_ApplyLipstick_g02_c03.jpg,1,both_correct,0.08670314401388168,0.008209321647882462,0.9962003827095032,0.06786501407623291,0.9976956844329834,0.2885434627532959,0.9582197070121765
case_B__VS__case_A,features_img,52,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Lipstick/v_ApplyLipstick_g02_c04.jpg,1,both_correct,0.08698172867298126,0.00927959755063057,0.9961668252944946,0.06989278644323349,0.9975554943084717,0.27676206827163696,0.9615615010261536
case_B__VS__case_A,features_img,53,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Lipstick/v_ApplyLipstick_g03_c01.jpg,1,MMRL_wrong_Bayes_correct,0.11296333372592926,0.021921684965491295,0.9933573603630066,0.07229258865118027,0.9973916411399841,0.2986716628074646,0.955121636390686
case_B__VS__case_A,features_img,54,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Lipstick/v_ApplyLipstick_g03_c02.jpg,1,both_correct,0.09984294325113297,0.017116129398345947,0.9948559999465942,0.06896097213029861,0.9976231455802917,0.29966408014297485,0.9548819065093994
case_B__VS__case_A,features_img,55,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Lipstick/v_ApplyLipstick_g03_c03.jpg,1,both_correct,0.1006498783826828,0.014036092907190323,0.9948228597640991,0.0693909078836441,0.9975934624671936,0.2899986207485199,0.9577450156211853
case_B__VS__case_A,features_img,56,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Lipstick/v_ApplyLipstick_g03_c04.jpg,1,both_correct,0.10235409438610077,0.017124412581324577,0.9946006536483765,0.0774526298046112,0.9969989061355591,0.3055483102798462,0.9530814290046692
case_B__VS__case_A,features_img,57,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Lipstick/v_ApplyLipstick_g04_c01.jpg,1,both_wrong,0.08841955661773682,0.009863481856882572,0.9960345029830933,0.07612880319356918,0.9970985651016235,0.3281749188899994,0.9459441900253296
case_B__VS__case_A,features_img,58,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Lipstick/v_ApplyLipstick_g04_c02.jpg,1,both_correct,0.08936522901058197,0.013981549069285393,0.9959008097648621,0.06407273560762405,0.9979473948478699,0.3010750114917755,0.954498827457428
case_B__VS__case_A,features_img,59,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Lipstick/v_ApplyLipstick_g04_c03.jpg,1,both_correct,0.09247321635484695,0.01503883209079504,0.9956015348434448,0.06699725240468979,0.9977555274963379,0.2895446717739105,0.9579064249992371
case_B__VS__case_A,features_img,60,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Lipstick/v_ApplyLipstick_g04_c04.jpg,1,both_correct,0.08546571433544159,0.011747189797461033,0.9962719082832336,0.07331531494855881,0.9973094463348389,0.263527512550354,0.965153694152832
case_B__VS__case_A,features_img,61,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Lipstick/v_ApplyLipstick_g04_c05.jpg,1,both_correct,0.09546982496976852,0.015476738102734089,0.9953119158744812,0.07853099703788757,0.996912956237793,0.31101876497268677,0.9514169096946716
case_B__VS__case_A,features_img,62,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Lipstick/v_ApplyLipstick_g05_c01.jpg,1,both_correct,0.08554668724536896,0.012368438765406609,0.9962574243545532,0.062093671411275864,0.9980720281600952,0.2703265845775604,0.9633316397666931
case_B__VS__case_A,features_img,63,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Lipstick/v_ApplyLipstick_g05_c02.jpg,1,both_correct,0.08807501941919327,0.008865506388247013,0.9960744976997375,0.06542450934648514,0.9978591203689575,0.2914705276489258,0.9573628902435303
case_B__VS__case_A,features_img,64,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Lipstick/v_ApplyLipstick_g05_c03.jpg,1,both_correct,0.09280143678188324,0.01112758181989193,0.995622456073761,0.061268240213394165,0.9981245398521423,0.31460821628570557,0.9503028392791748
case_B__VS__case_A,features_img,65,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Lipstick/v_ApplyLipstick_g05_c04.jpg,1,both_correct,0.09157417714595795,0.013126371428370476,0.9957118034362793,0.05887259542942047,0.9982688426971436,0.301559180021286,0.9543445706367493
case_B__VS__case_A,features_img,66,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Lipstick/v_ApplyLipstick_g05_c05.jpg,1,both_wrong,0.09713270515203476,0.010235724039375782,0.9952187538146973,0.06314041465520859,0.9980085492134094,0.2910844087600708,0.9574429392814636
case_B__VS__case_A,features_img,67,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Lipstick/v_ApplyLipstick_g06_c01.jpg,1,both_correct,0.09606859087944031,0.015367157757282257,0.9952561259269714,0.0590437650680542,0.9982600808143616,0.27787095308303833,0.9612212181091309
case_B__VS__case_A,features_img,68,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Lipstick/v_ApplyLipstick_g06_c02.jpg,1,both_correct,0.0838450938463211,0.010372468270361423,0.9964248538017273,0.054070279002189636,0.9985393285751343,0.2747591733932495,0.9621246457099915
case_B__VS__case_A,features_img,69,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Lipstick/v_ApplyLipstick_g06_c03.jpg,1,both_correct,0.08580196648836136,0.011703109368681908,0.9962434768676758,0.057749100029468536,0.9983333349227905,0.27077245712280273,0.9632099866867065
case_B__VS__case_A,features_img,70,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Lipstick/v_ApplyLipstick_g06_c04.jpg,1,both_correct,0.08219309151172638,0.011464952491223812,0.996550440788269,0.060104649513959885,0.9981934428215027,0.2529056668281555,0.9679145812988281
case_B__VS__case_A,features_img,71,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Lipstick/v_ApplyLipstick_g06_c05.jpg,1,both_correct,0.08576047420501709,0.011900654062628746,0.9962446093559265,0.05714882165193558,0.998367965221405,0.25800561904907227,0.9665981531143188
case_B__VS__case_A,features_img,72,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Lipstick/v_ApplyLipstick_g07_c01.jpg,1,both_correct,0.09162978082895279,0.016519928351044655,0.9956561326980591,0.06282875686883926,0.9980270862579346,0.2705160975456238,0.963260293006897
case_B__VS__case_A,features_img,73,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Lipstick/v_ApplyLipstick_g07_c02.jpg,1,both_correct,0.08624867349863052,0.01437080092728138,0.9961700439453125,0.06329022347927094,0.9979968070983887,0.29065558314323425,0.9576045870780945
case_B__VS__case_A,features_img,74,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Lipstick/v_ApplyLipstick_g07_c03.jpg,1,both_correct,0.0926194041967392,0.014839640818536282,0.9955909848213196,0.05896899849176407,0.998263418674469,0.27136632800102234,0.963026762008667
case_B__VS__case_A,features_img,75,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Lipstick/v_ApplyLipstick_g07_c04.jpg,1,both_correct,0.09470334649085999,0.01749054715037346,0.9953519105911255,0.06940244138240814,0.9975911378860474,0.29811111092567444,0.9553682804107666
case_B__VS__case_A,features_img,76,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Archery/v_Archery_g01_c01.jpg,2,both_wrong,0.11025184392929077,0.014546743594110012,0.9937973022460938,0.08173390477895737,0.9966582655906677,0.302578866481781,0.9539567828178406
case_B__VS__case_A,features_img,77,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Archery/v_Archery_g01_c02.jpg,2,both_correct,0.0840870589017868,0.012457375414669514,0.9963804483413696,0.06055721640586853,0.9981663227081299,0.2650315463542938,0.9647583365440369
case_B__VS__case_A,features_img,78,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Archery/v_Archery_g01_c03.jpg,2,both_correct,0.08495108038187027,0.01315351203083992,0.9962983131408691,0.056411053985357285,0.9984096884727478,0.27204781770706177,0.9628643989562988
case_B__VS__case_A,features_img,79,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Archery/v_Archery_g01_c04.jpg,2,MMRL_correct_Bayes_wrong,0.08976037800312042,0.015513810329139233,0.9958425760269165,0.06204302981495857,0.9980759620666504,0.2700997292995453,0.9633795022964478
case_B__VS__case_A,features_img,80,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Archery/v_Archery_g01_c05.jpg,2,both_correct,0.09958548843860626,0.012743568047881126,0.9949474334716797,0.08740789443254471,0.9961732029914856,0.3648684620857239,0.9331103563308716
case_B__VS__case_A,features_img,81,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Archery/v_Archery_g01_c06.jpg,2,both_correct,0.09966150671243668,0.013386091217398643,0.9949313998222351,0.07777372002601624,0.9969731569290161,0.324195921421051,0.9471937417984009
case_B__VS__case_A,features_img,82,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Archery/v_Archery_g01_c07.jpg,2,MMRL_correct_Bayes_wrong,0.10438621044158936,0.016055740416049957,0.9944072961807251,0.06229522451758385,0.9980644583702087,0.3073822259902954,0.9525082111358643
case_B__VS__case_A,features_img,83,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Archery/v_Archery_g02_c01.jpg,2,both_correct,0.11068771034479141,0.01696649193763733,0.9937103986740112,0.07427382469177246,0.9972442388534546,0.3446303606033325,0.9402590394020081
case_B__VS__case_A,features_img,84,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Archery/v_Archery_g02_c02.jpg,2,both_correct,0.10265488922595978,0.01606597751379013,0.9945873022079468,0.07180049270391464,0.9974230527877808,0.3349546790122986,0.9436120986938477
case_B__VS__case_A,features_img,85,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Archery/v_Archery_g02_c03.jpg,2,both_correct,0.09931285679340363,0.012410121038556099,0.9949789047241211,0.07263393700122833,0.9973613023757935,0.32117533683776855,0.9481756091117859
case_B__VS__case_A,features_img,86,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Archery/v_Archery_g02_c04.jpg,2,both_correct,0.1063418835401535,0.016433168202638626,0.9941939115524292,0.08279605954885483,0.9965695142745972,0.29609277844429016,0.9559256434440613
