pair_name,sample_index,sample_id,label,MMRL_fusion_pred,Bayes_main_pred,Bayes_rep_pred,Bayes_fusion_pred,Bayes_fusion_correct,MMRL_fusion_correct,MMRL_vs_Bayes_fusion_changed,main_rep_conflict,main_fusion_conflict,rep_fusion_conflict,all_three_agree,Bayes_main_conf,Bayes_rep_conf,Bayes_fusion_conf,fusion_sample_agreement,fusion_num_unique_mc_preds,fusion_MI,fusion_variation_ratio
case_B__VS__case_A,22,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Eye_Makeup/v_ApplyEyeMakeup_g04_c07.jpg,0,0,0,0,0,True,True,False,False,False,False,True,0.9105309247970581,0.5609139204025269,0.8463177680969238,1.0,1,0.012849509716033936,0.0
case_B__VS__case_A,23,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Eye_Makeup/v_ApplyEyeMakeup_g05_c01.jpg,0,0,1,0,1,False,True,True,True,False,True,False,0.616198718547821,0.48466047644615173,0.5407071113586426,0.65,2,0.017879962921142578,0.3500000238418579
case_B__VS__case_A,24,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Eye_Makeup/v_ApplyEyeMakeup_g05_c02.jpg,0,0,0,0,0,True,True,False,False,False,False,True,0.9757596254348755,0.9874688386917114,0.9871910214424133,1.0,1,0.000986352562904358,0.0
case_B__VS__case_A,25,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Eye_Makeup/v_ApplyEyeMakeup_g05_c03.jpg,0,0,0,0,0,True,True,False,False,False,False,True,0.9364272356033325,0.9994081258773804,0.9864362478256226,1.0,1,0.0009882152080535889,0.0
case_B__VS__case_A,26,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Eye_Makeup/v_ApplyEyeMakeup_g05_c04.jpg,0,0,0,0,0,True,True,False,False,False,False,True,0.9860734939575195,0.9953710436820984,0.9909259080886841,1.0,1,0.0004834495484828949,0.0
case_B__VS__case_A,27,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Eye_Makeup/v_ApplyEyeMakeup_g05_c05.jpg,0,0,0,0,0,True,True,False,False,False,False,True,0.9737021327018738,0.9950852394104004,0.9894028902053833,1.0,1,0.0010339133441448212,0.0
case_B__VS__case_A,28,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Eye_Makeup/v_ApplyEyeMakeup_g05_c06.jpg,0,0,0,0,0,True,True,False,False,False,False,True,0.9909998178482056,0.9990891218185425,0.9957809448242188,1.0,1,0.00030957162380218506,0.0
case_B__VS__case_A,29,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Eye_Makeup/v_ApplyEyeMakeup_g05_c07.jpg,0,0,0,0,0,True,True,False,False,False,False,True,0.863381028175354,0.9657931327819824,0.9187065362930298,1.0,1,0.009484678506851196,0.0
case_B__VS__case_A,30,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Eye_Makeup/v_ApplyEyeMakeup_g06_c01.jpg,0,0,0,0,0,True,True,False,False,False,False,True,0.9982575178146362,0.9996547698974609,0.999082088470459,1.0,1,0.00012425146996974945,0.0
case_B__VS__case_A,31,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Eye_Makeup/v_ApplyEyeMakeup_g06_c02.jpg,0,0,0,0,0,True,True,False,False,False,False,True,0.9967926740646362,0.9999712109565735,0.9993497133255005,1.0,1,6.70398585498333e-05,0.0
case_B__VS__case_A,32,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Eye_Makeup/v_ApplyEyeMakeup_g06_c03.jpg,0,0,0,0,0,True,True,False,False,False,False,True,0.991692841053009,0.9997659921646118,0.9984312057495117,1.0,1,0.00020133983343839645,0.0
case_B__VS__case_A,33,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Eye_Makeup/v_ApplyEyeMakeup_g06_c04.jpg,0,0,0,0,0,True,True,False,False,False,False,True,0.9986871480941772,0.9999144673347473,0.9994867444038391,1.0,1,5.0595030188560486e-05,0.0
case_B__VS__case_A,34,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Eye_Makeup/v_ApplyEyeMakeup_g06_c05.jpg,0,0,0,0,0,True,True,False,False,False,False,True,0.9930509328842163,0.9998513460159302,0.9985361099243164,1.0,1,0.00010433048009872437,0.0
case_B__VS__case_A,35,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Eye_Makeup/v_ApplyEyeMakeup_g06_c06.jpg,0,0,0,0,0,True,True,False,False,False,False,True,0.9993304014205933,0.9999980926513672,0.9999241828918457,1.0,1,7.875205483287573e-06,0.0
case_B__VS__case_A,36,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Eye_Makeup/v_ApplyEyeMakeup_g06_c07.jpg,0,0,0,0,0,True,True,False,False,False,False,True,0.9982175827026367,0.9999716877937317,0.999548614025116,1.0,1,3.811577335000038e-05,0.0
case_B__VS__case_A,37,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Eye_Makeup/v_ApplyEyeMakeup_g07_c01.jpg,0,0,0,0,0,True,True,False,False,False,False,True,0.8567123413085938,0.8946899175643921,0.9103937149047852,1.0,1,0.011723160743713379,0.0
case_B__VS__case_A,38,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Eye_Makeup/v_ApplyEyeMakeup_g07_c02.jpg,0,0,0,0,0,True,True,False,False,False,False,True,0.9606245756149292,0.9635561108589172,0.9697389602661133,1.0,1,0.005154013633728027,0.0
case_B__VS__case_A,39,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Eye_Makeup/v_ApplyEyeMakeup_g07_c03.jpg,0,0,0,0,0,True,True,False,False,False,False,True,0.9373046159744263,0.9996101260185242,0.9870845079421997,1.0,1,0.001790374517440796,0.0
case_B__VS__case_A,40,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Eye_Makeup/v_ApplyEyeMakeup_g07_c04.jpg,0,0,0,0,0,True,True,False,False,False,False,True,0.9591798782348633,0.9996923208236694,0.9916750192642212,1.0,1,0.001170128583908081,0.0
case_B__VS__case_A,41,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Eye_Makeup/v_ApplyEyeMakeup_g07_c05.jpg,0,0,0,0,0,True,True,False,False,False,False,True,0.9847722053527832,0.9998985528945923,0.9970977902412415,1.0,1,0.0003082752227783203,0.0
case_B__VS__case_A,42,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Eye_Makeup/v_ApplyEyeMakeup_g07_c06.jpg,0,0,0,0,0,True,True,False,False,False,False,True,0.9884549975395203,0.9978893995285034,0.9949890971183777,1.0,1,0.0006136894226074219,0.0
case_B__VS__case_A,43,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Eye_Makeup/v_ApplyEyeMakeup_g07_c07.jpg,0,0,0,0,0,True,True,False,False,False,False,True,0.922205924987793,0.9961580038070679,0.9750200510025024,1.0,1,0.0032565444707870483,0.0
case_B__VS__case_A,44,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Lipstick/v_ApplyLipstick_g01_c01.jpg,1,19,19,19,19,False,False,False,False,False,False,True,0.4927237927913666,0.6785874366760254,0.5708314180374146,0.7,2,0.027952253818511963,0.30000001192092896
case_B__VS__case_A,45,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Lipstick/v_ApplyLipstick_g01_c02.jpg,1,1,1,19,1,True,True,False,True,False,True,False,0.9302158355712891,0.551744282245636,0.8539695739746094,1.0,1,0.022144049406051636,0.0
case_B__VS__case_A,46,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Lipstick/v_ApplyLipstick_g01_c03.jpg,1,1,1,1,1,True,True,False,False,False,False,True,0.5649557113647461,0.5521005988121033,0.641325831413269,0.9,2,0.03806692361831665,0.10000002384185791
case_B__VS__case_A,47,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Lipstick/v_ApplyLipstick_g01_c04.jpg,1,19,19,19,19,False,False,False,False,False,False,True,0.6153408885002136,0.9686447978019714,0.8175107836723328,1.0,1,0.01570191979408264,0.0
case_B__VS__case_A,48,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Lipstick/v_ApplyLipstick_g01_c05.jpg,1,1,1,1,1,True,True,False,False,False,False,True,0.993869423866272,0.9787265658378601,0.992773711681366,1.0,1,0.001904211938381195,0.0
case_B__VS__case_A,49,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Lipstick/v_ApplyLipstick_g02_c01.jpg,1,1,1,1,1,True,True,False,False,False,False,True,0.6443462371826172,0.8995351791381836,0.775833249092102,1.0,1,0.031150102615356445,0.0
case_B__VS__case_A,50,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Lipstick/v_ApplyLipstick_g02_c02.jpg,1,1,1,1,1,True,True,False,False,False,False,True,0.8809941411018372,0.9881887435913086,0.945370078086853,1.0,1,0.007151201367378235,0.0
case_B__VS__case_A,51,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Lipstick/v_ApplyLipstick_g02_c03.jpg,1,1,1,1,1,True,True,False,False,False,False,True,0.9215680956840515,0.9821153879165649,0.9573221206665039,1.0,1,0.0072056204080581665,0.0
case_B__VS__case_A,52,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Lipstick/v_ApplyLipstick_g02_c04.jpg,1,1,1,1,1,True,True,False,False,False,False,True,0.9389063715934753,0.9943021535873413,0.9830568432807922,1.0,1,0.0037380680441856384,0.0
case_B__VS__case_A,53,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Lipstick/v_ApplyLipstick_g03_c01.jpg,1,19,1,19,1,True,False,True,True,False,True,False,0.8364861607551575,0.8344131708145142,0.6089732646942139,0.8,2,0.07226961851119995,0.19999998807907104
case_B__VS__case_A,54,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Lipstick/v_ApplyLipstick_g03_c02.jpg,1,1,1,1,1,True,True,False,False,False,False,True,0.9757440686225891,0.8138896226882935,0.9614351987838745,1.0,1,0.01207636296749115,0.0
case_B__VS__case_A,55,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Lipstick/v_ApplyLipstick_g03_c03.jpg,1,1,1,1,1,True,True,False,False,False,False,True,0.929641604423523,0.5420466065406799,0.8933942914009094,1.0,1,0.04265296459197998,0.0
case_B__VS__case_A,56,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Lipstick/v_ApplyLipstick_g03_c04.jpg,1,1,1,0,1,True,True,False,True,False,True,False,0.8720541000366211,0.42503881454467773,0.6839276552200317,0.9,2,0.07432913780212402,0.10000002384185791
case_B__VS__case_A,57,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Lipstick/v_ApplyLipstick_g04_c01.jpg,1,0,1,0,0,False,False,False,True,True,False,False,0.6735440492630005,0.9547784924507141,0.5383429527282715,0.55,2,0.03504157066345215,0.44999998807907104
case_B__VS__case_A,58,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Lipstick/v_ApplyLipstick_g04_c02.jpg,1,1,1,1,1,True,True,False,False,False,False,True,0.9961634874343872,0.9832298159599304,0.995958685874939,1.0,1,0.0006604213267564774,0.0
case_B__VS__case_A,59,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Lipstick/v_ApplyLipstick_g04_c03.jpg,1,1,1,1,1,True,True,False,False,False,False,True,0.930220901966095,0.9474893808364868,0.9442950487136841,1.0,1,0.005504444241523743,0.0
case_B__VS__case_A,60,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Lipstick/v_ApplyLipstick_g04_c04.jpg,1,1,1,1,1,True,True,False,False,False,False,True,0.9683167338371277,0.9270151257514954,0.9640257954597473,1.0,1,0.004914015531539917,0.0
case_B__VS__case_A,61,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Lipstick/v_ApplyLipstick_g04_c05.jpg,1,1,1,1,1,True,True,False,False,False,False,True,0.9694425463676453,0.6443414688110352,0.9580312967300415,1.0,1,0.006837144494056702,0.0
case_B__VS__case_A,62,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Lipstick/v_ApplyLipstick_g05_c01.jpg,1,1,1,1,1,True,True,False,False,False,False,True,0.8881241679191589,0.6440261602401733,0.9213098287582397,1.0,1,0.007646769285202026,0.0
case_B__VS__case_A,63,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Lipstick/v_ApplyLipstick_g05_c02.jpg,1,1,1,1,1,True,True,False,False,False,False,True,0.8813580274581909,0.8717275857925415,0.8994787335395813,1.0,1,0.01732078194618225,0.0
case_B__VS__case_A,64,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Lipstick/v_ApplyLipstick_g05_c03.jpg,1,1,1,1,1,True,True,False,False,False,False,True,0.9724469184875488,0.9512649774551392,0.9728161692619324,1.0,1,0.005857706069946289,0.0
case_B__VS__case_A,65,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Lipstick/v_ApplyLipstick_g05_c04.jpg,1,1,1,1,1,True,True,False,False,False,False,True,0.5613126754760742,0.9714176058769226,0.8129972219467163,1.0,1,0.03069448471069336,0.0
case_B__VS__case_A,66,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Lipstick/v_ApplyLipstick_g05_c05.jpg,1,19,19,1,19,False,False,False,True,False,True,False,0.5872117877006531,0.5531452894210815,0.5335219502449036,0.6,2,0.06252050399780273,0.3999999761581421
case_B__VS__case_A,67,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Lipstick/v_ApplyLipstick_g06_c01.jpg,1,1,1,19,1,True,True,False,True,False,True,False,0.8476275205612183,0.8274809718132019,0.6907644271850586,0.95,2,0.037792742252349854,0.050000011920928955
case_B__VS__case_A,68,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Lipstick/v_ApplyLipstick_g06_c02.jpg,1,1,19,1,1,True,True,False,True,True,False,False,0.5213085412979126,0.8753671646118164,0.6459638476371765,0.8,2,0.0614355206489563,0.19999998807907104
case_B__VS__case_A,69,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Lipstick/v_ApplyLipstick_g06_c03.jpg,1,1,1,1,1,True,True,False,False,False,False,True,0.8285048604011536,0.5261367559432983,0.7560507655143738,0.95,2,0.05808454751968384,0.050000011920928955
case_B__VS__case_A,70,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Lipstick/v_ApplyLipstick_g06_c04.jpg,1,1,1,1,1,True,True,False,False,False,False,True,0.9988476634025574,0.7240456938743591,0.9957365989685059,1.0,1,0.0006019938737154007,0.0
case_B__VS__case_A,71,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Lipstick/v_ApplyLipstick_g06_c05.jpg,1,1,1,1,1,True,True,False,False,False,False,True,0.9969701766967773,0.9685338735580444,0.9952877163887024,1.0,1,0.0006107315421104431,0.0
case_B__VS__case_A,72,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Lipstick/v_ApplyLipstick_g07_c01.jpg,1,1,1,1,1,True,True,False,False,False,False,True,0.8856975436210632,0.9794757962226868,0.9402028918266296,1.0,1,0.0060438960790634155,0.0
case_B__VS__case_A,73,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Lipstick/v_ApplyLipstick_g07_c02.jpg,1,1,1,1,1,True,True,False,False,False,False,True,0.9712084531784058,0.9063348770141602,0.9643827676773071,1.0,1,0.004209235310554504,0.0
case_B__VS__case_A,74,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Lipstick/v_ApplyLipstick_g07_c03.jpg,1,1,1,1,1,True,True,False,False,False,False,True,0.936131477355957,0.9837499856948853,0.9608526229858398,1.0,1,0.00194491446018219,0.0
case_B__VS__case_A,75,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Lipstick/v_ApplyLipstick_g07_c04.jpg,1,1,1,1,1,True,True,False,False,False,False,True,0.8510238528251648,0.9590651392936707,0.9086612462997437,1.0,1,0.011886507272720337,0.0
case_B__VS__case_A,76,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Archery/v_Archery_g01_c01.jpg,2,42,42,42,42,False,False,False,False,False,False,True,0.7218378782272339,0.995373547077179,0.9608685374259949,1.0,1,0.0093059241771698,0.0
case_B__VS__case_A,77,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Archery/v_Archery_g01_c02.jpg,2,2,2,44,2,True,True,False,True,False,True,False,0.9932647943496704,0.8825353384017944,0.9597622752189636,1.0,1,0.013184323906898499,0.0
case_B__VS__case_A,78,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Archery/v_Archery_g01_c03.jpg,2,2,2,42,2,True,True,False,True,False,True,False,0.9240891337394714,0.7977367639541626,0.662093997001648,0.8,2,0.06490451097488403,0.19999998807907104
case_B__VS__case_A,79,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Archery/v_Archery_g01_c04.jpg,2,2,2,42,42,False,True,True,True,True,False,False,0.6300352215766907,0.6287716627120972,0.6736022233963013,0.85,2,0.06179302930831909,0.1499999761581421
case_B__VS__case_A,80,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Archery/v_Archery_g01_c05.jpg,2,2,2,2,2,True,True,False,False,False,False,True,0.9963766932487488,0.4646020531654358,0.985700786113739,1.0,1,0.006707116961479187,0.0
case_B__VS__case_A,81,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Archery/v_Archery_g01_c06.jpg,2,2,2,2,2,True,True,False,False,False,False,True,0.9971960186958313,0.49999332427978516,0.9955551028251648,1.0,1,0.001443624496459961,0.0
case_B__VS__case_A,82,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Archery/v_Archery_g01_c07.jpg,2,2,42,42,42,False,True,True,False,False,False,True,0.5133748650550842,0.9656745791435242,0.9437534213066101,1.0,1,0.013517141342163086,0.0
case_B__VS__case_A,83,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Archery/v_Archery_g02_c01.jpg,2,2,2,2,2,True,True,False,False,False,False,True,0.7575218081474304,0.9244334101676941,0.9178633689880371,1.0,1,0.0267142653465271,0.0
case_B__VS__case_A,84,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Archery/v_Archery_g02_c02.jpg,2,2,2,2,2,True,True,False,False,False,False,True,0.9732239842414856,0.9942032694816589,0.9982488751411438,1.0,1,0.0007950793951749802,0.0
case_B__VS__case_A,85,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Archery/v_Archery_g02_c03.jpg,2,2,2,2,2,True,True,False,False,False,False,True,0.9988325834274292,0.9995025396347046,0.9998201131820679,1.0,1,4.3748412281274796e-05,0.0
case_B__VS__case_A,86,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Archery/v_Archery_g02_c04.jpg,2,2,2,2,2,True,True,False,False,False,False,True,0.9922969937324524,0.998857855796814,0.9990493655204773,1.0,1,0.0003457488492131233,0.0
case_B__VS__case_A,87,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Archery/v_Archery_g02_c05.jpg,2,2,2,2,2,True,True,False,False,False,False,True,0.998001217842102,0.9998647570610046,0.9997364282608032,1.0,1,8.212029933929443e-05,0.0
