pair_name,branch,sample_index,sample_id,label,pred_mc_prob_mean,correct_mc_prob_mean,mc_logit_std_mean,mc_logit_l2_to_mean,mc_prob_l1_to_mean,sample_agreement,num_unique_preds,mutual_information,variation_ratio
case_B__VS__case_A,main,42,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Eye_Makeup/v_ApplyEyeMakeup_g07_c06.jpg,0,0,True,0.6082870960235596,5.947208404541016,0.005840826779603958,1.0,1,0.0007304325699806213,0.0
case_B__VS__case_A,main,43,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Eye_Makeup/v_ApplyEyeMakeup_g07_c07.jpg,0,0,True,0.6389278173446655,6.169647693634033,0.033024486154317856,1.0,1,0.0034163296222686768,0.0
case_B__VS__case_A,main,44,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Lipstick/v_ApplyLipstick_g01_c01.jpg,1,19,False,0.71225506067276,6.991278171539307,0.22294028103351593,0.55,2,0.0329166054725647,0.44999998807907104
case_B__VS__case_A,main,45,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Lipstick/v_ApplyLipstick_g01_c02.jpg,1,1,True,0.7350345253944397,7.050302982330322,0.05354078486561775,1.0,1,0.010221272706985474,0.0
case_B__VS__case_A,main,46,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Lipstick/v_ApplyLipstick_g01_c03.jpg,1,1,True,0.7151633501052856,6.9708251953125,0.22433197498321533,0.95,2,0.051299095153808594,0.050000011920928955
case_B__VS__case_A,main,47,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Lipstick/v_ApplyLipstick_g01_c04.jpg,1,19,False,0.7375729084014893,7.199896335601807,0.158230260014534,0.85,2,0.02096390724182129,0.1499999761581421
case_B__VS__case_A,main,48,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Lipstick/v_ApplyLipstick_g01_c05.jpg,1,1,True,0.7145785093307495,6.995225429534912,0.005995447281748056,1.0,1,0.0010485798120498657,0.0
case_B__VS__case_A,main,49,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Lipstick/v_ApplyLipstick_g02_c01.jpg,1,1,True,0.5817583203315735,5.783827781677246,0.1802900731563568,0.95,2,0.03175342082977295,0.050000011920928955
case_B__VS__case_A,main,50,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Lipstick/v_ApplyLipstick_g02_c02.jpg,1,1,True,0.5703913569450378,5.592757225036621,0.04708220809698105,1.0,1,0.005565553903579712,0.0
case_B__VS__case_A,main,51,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Lipstick/v_ApplyLipstick_g02_c03.jpg,1,1,True,0.5751872062683105,5.59939432144165,0.0507853701710701,1.0,1,0.008494257926940918,0.0
case_B__VS__case_A,main,52,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Lipstick/v_ApplyLipstick_g02_c04.jpg,1,1,True,0.5632750391960144,5.565842628479004,0.04561610519886017,1.0,1,0.007574141025543213,0.0
case_B__VS__case_A,main,53,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Lipstick/v_ApplyLipstick_g03_c01.jpg,1,1,True,0.8231291770935059,8.069389343261719,0.1502009481191635,1.0,1,0.036865949630737305,0.0
case_B__VS__case_A,main,54,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Lipstick/v_ApplyLipstick_g03_c02.jpg,1,1,True,0.8472070693969727,8.215502738952637,0.025166263803839684,1.0,1,0.005933895707130432,0.0
case_B__VS__case_A,main,55,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Lipstick/v_ApplyLipstick_g03_c03.jpg,1,1,True,0.7931776642799377,7.740975856781006,0.0908268541097641,1.0,1,0.024158209562301636,0.0
case_B__VS__case_A,main,56,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Lipstick/v_ApplyLipstick_g03_c04.jpg,1,1,True,0.7599166035652161,7.337683200836182,0.11904557049274445,1.0,1,0.03207629919052124,0.0
case_B__VS__case_A,main,57,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Lipstick/v_ApplyLipstick_g04_c01.jpg,1,1,True,0.7285181879997253,7.069918632507324,0.15112614631652832,1.0,1,0.025781333446502686,0.0
case_B__VS__case_A,main,58,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Lipstick/v_ApplyLipstick_g04_c02.jpg,1,1,True,0.7601163387298584,7.264342308044434,0.002328412374481559,1.0,1,0.0003585871309041977,0.0
case_B__VS__case_A,main,59,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Lipstick/v_ApplyLipstick_g04_c03.jpg,1,1,True,0.6864311099052429,6.677126884460449,0.026895305141806602,1.0,1,0.00237429141998291,0.0
case_B__VS__case_A,main,60,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Lipstick/v_ApplyLipstick_g04_c04.jpg,1,1,True,0.7110638618469238,6.774313449859619,0.01596847176551819,1.0,1,0.001571550965309143,0.0
case_B__VS__case_A,main,61,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Lipstick/v_ApplyLipstick_g04_c05.jpg,1,1,True,0.8102006912231445,7.714930057525635,0.023013852536678314,1.0,1,0.004110991954803467,0.0
case_B__VS__case_A,main,62,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Lipstick/v_ApplyLipstick_g05_c01.jpg,1,1,True,0.6264232397079468,6.1413469314575195,0.03974820300936699,1.0,1,0.0037796199321746826,0.0
case_B__VS__case_A,main,63,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Lipstick/v_ApplyLipstick_g05_c02.jpg,1,1,True,0.6960759162902832,6.841424465179443,0.0773383229970932,1.0,1,0.012749791145324707,0.0
case_B__VS__case_A,main,64,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Lipstick/v_ApplyLipstick_g05_c03.jpg,1,1,True,0.6231676340103149,6.138123989105225,0.02149895764887333,1.0,1,0.003283783793449402,0.0
case_B__VS__case_A,main,65,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Lipstick/v_ApplyLipstick_g05_c04.jpg,1,1,True,0.6413984894752502,6.335141658782959,0.21453885734081268,0.75,2,0.03486311435699463,0.25
case_B__VS__case_A,main,66,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Lipstick/v_ApplyLipstick_g05_c05.jpg,1,19,False,0.7197071313858032,7.114420413970947,0.23234906792640686,0.7,2,0.04296433925628662,0.30000001192092896
case_B__VS__case_A,main,67,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Lipstick/v_ApplyLipstick_g06_c01.jpg,1,1,True,0.731720507144928,7.147319793701172,0.09739591926336288,1.0,1,0.020315349102020264,0.0
case_B__VS__case_A,main,68,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Lipstick/v_ApplyLipstick_g06_c02.jpg,1,19,False,0.6954271197319031,6.9395551681518555,0.2729814648628235,0.5,2,0.051571428775787354,0.5
case_B__VS__case_A,main,69,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Lipstick/v_ApplyLipstick_g06_c03.jpg,1,1,True,0.6580727696418762,6.646980285644531,0.16270336508750916,1.0,1,0.031804680824279785,0.0
case_B__VS__case_A,main,70,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Lipstick/v_ApplyLipstick_g06_c04.jpg,1,1,True,0.6315761208534241,6.2531538009643555,0.0007508696289733052,1.0,1,0.00011975783854722977,0.0
case_B__VS__case_A,main,71,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Lipstick/v_ApplyLipstick_g06_c05.jpg,1,1,True,0.6904346942901611,6.613946437835693,0.0017571145435795188,1.0,1,0.00022424571216106415,0.0
case_B__VS__case_A,main,72,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Lipstick/v_ApplyLipstick_g07_c01.jpg,1,1,True,0.7375505566596985,7.043776035308838,0.05237092450261116,1.0,1,0.005383670330047607,0.0
case_B__VS__case_A,main,73,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Lipstick/v_ApplyLipstick_g07_c02.jpg,1,1,True,0.640641450881958,6.295727729797363,0.012864354066550732,1.0,1,0.001975923776626587,0.0
case_B__VS__case_A,main,74,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Lipstick/v_ApplyLipstick_g07_c03.jpg,1,1,True,0.6968750953674316,6.555928707122803,0.026446714997291565,1.0,1,0.002057880163192749,0.0
case_B__VS__case_A,main,75,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Apply_Lipstick/v_ApplyLipstick_g07_c04.jpg,1,1,True,0.8381064534187317,7.981652736663818,0.07586212456226349,1.0,1,0.00827738642692566,0.0
case_B__VS__case_A,main,76,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Archery/v_Archery_g01_c01.jpg,2,42,False,0.7845355272293091,7.643805503845215,0.2160099446773529,1.0,1,0.050561726093292236,0.0
case_B__VS__case_A,main,77,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Archery/v_Archery_g01_c02.jpg,2,2,True,0.720387876033783,7.079935550689697,0.007354603614658117,1.0,1,0.0015213042497634888,0.0
case_B__VS__case_A,main,78,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Archery/v_Archery_g01_c03.jpg,2,2,True,0.6790568232536316,6.566256523132324,0.06789256632328033,1.0,1,0.012571156024932861,0.0
case_B__VS__case_A,main,79,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Archery/v_Archery_g01_c04.jpg,2,2,True,0.7648079991340637,7.532848358154297,0.23607540130615234,0.8,2,0.04481816291809082,0.19999998807907104
case_B__VS__case_A,main,80,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Archery/v_Archery_g01_c05.jpg,2,2,True,0.7777220606803894,7.579041957855225,0.003208006266504526,1.0,1,0.0006892532110214233,0.0
case_B__VS__case_A,main,81,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Archery/v_Archery_g01_c06.jpg,2,2,True,0.8361181616783142,8.199740409851074,0.0025925040245056152,1.0,1,0.0006128847599029541,0.0
case_B__VS__case_A,main,82,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Archery/v_Archery_g01_c07.jpg,2,42,False,0.7710791826248169,7.533574104309082,0.2750440239906311,0.6,2,0.06501752138137817,0.3999999761581421
case_B__VS__case_A,main,83,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Archery/v_Archery_g02_c01.jpg,2,2,True,0.7682761549949646,7.520127773284912,0.23352698981761932,0.9,2,0.058595240116119385,0.10000002384185791
case_B__VS__case_A,main,84,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Archery/v_Archery_g02_c02.jpg,2,2,True,0.7444493770599365,7.34823751449585,0.02868378534913063,1.0,1,0.006256863474845886,0.0
case_B__VS__case_A,main,85,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Archery/v_Archery_g02_c03.jpg,2,2,True,0.6717206239700317,6.700572967529297,0.0009013575618155301,1.0,1,0.00015862565487623215,0.0
case_B__VS__case_A,main,86,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Archery/v_Archery_g02_c04.jpg,2,2,True,0.6922825574874878,6.879879951477051,0.008591893129050732,1.0,1,0.0025553740561008453,0.0
case_B__VS__case_A,main,87,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Archery/v_Archery_g02_c05.jpg,2,2,True,0.6765852570533752,6.637331962585449,0.0019347075140103698,1.0,1,0.0004954356700181961,0.0
case_B__VS__case_A,main,88,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Archery/v_Archery_g02_c06.jpg,2,2,True,0.7863274812698364,7.656693935394287,0.020264383405447006,1.0,1,0.003885895013809204,0.0
case_B__VS__case_A,main,89,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Archery/v_Archery_g02_c07.jpg,2,2,True,0.7314000129699707,7.129936218261719,0.0008910430478863418,1.0,1,0.000209001824259758,0.0
case_B__VS__case_A,main,90,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Archery/v_Archery_g03_c01.jpg,2,2,True,0.7864259481430054,7.661126136779785,0.280150830745697,0.9,2,0.06873184442520142,0.10000002384185791
case_B__VS__case_A,main,91,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Archery/v_Archery_g03_c02.jpg,2,2,True,0.6624172925949097,6.619044303894043,0.0011425886768847704,1.0,1,0.00025498494505882263,0.0
case_B__VS__case_A,main,92,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Archery/v_Archery_g03_c03.jpg,2,2,True,0.7662251591682434,7.5927557945251465,0.0013275770470499992,1.0,1,0.00042072171345353127,0.0
case_B__VS__case_A,main,93,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Archery/v_Archery_g03_c04.jpg,2,2,True,0.7465833425521851,7.173077583312988,0.0019763726741075516,1.0,1,0.0004989253357052803,0.0
case_B__VS__case_A,main,94,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Archery/v_Archery_g03_c05.jpg,2,2,True,0.7047921419143677,6.970387935638428,0.000447243161033839,1.0,1,9.759701788425446e-05,0.0
case_B__VS__case_A,main,95,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Archery/v_Archery_g04_c01.jpg,2,2,True,0.8060603141784668,7.780521392822266,0.002872411860153079,1.0,1,0.0007138177752494812,0.0
case_B__VS__case_A,main,96,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Archery/v_Archery_g04_c02.jpg,2,2,True,0.6088062524795532,6.113483428955078,0.020641755312681198,1.0,1,0.0050849467515945435,0.0
case_B__VS__case_A,main,97,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Archery/v_Archery_g04_c03.jpg,2,2,True,0.7343264818191528,7.311833381652832,0.017534513026475906,1.0,1,0.00423160195350647,0.0
case_B__VS__case_A,main,98,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Archery/v_Archery_g04_c04.jpg,2,2,True,0.674717903137207,6.6547698974609375,0.022364728152751923,1.0,1,0.005077198147773743,0.0
case_B__VS__case_A,main,99,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Archery/v_Archery_g04_c05.jpg,2,2,True,0.7697502970695496,7.541330814361572,0.1643388569355011,1.0,1,0.04314839839935303,0.0
case_B__VS__case_A,main,100,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Archery/v_Archery_g05_c01.jpg,2,2,True,0.7825670838356018,7.526629447937012,0.0005353687447495759,1.0,1,0.00011649681255221367,0.0
case_B__VS__case_A,main,101,/root/autodl-tmp/MMRL/DATASETS/ucf101/UCF-101-midframes/Archery/v_Archery_g05_c02.jpg,2,2,True,0.899268627166748,8.656624794006348,0.42940014600753784,0.5,4,0.13882815837860107,0.5
