case_name,method,protocol,dataset,shots,seed,split,index,y,pred_c,pred_r,pred_f,correct_c,correct_r,correct_f,both_correct,c_only,r_only,both_wrong,agree_argmax,logit_cos,feat_cos,kl_c_r,kl_r_c,sym_kl,js_div,margin_c,margin_r,margin_f,conf_c,conf_r,conf_f,fusion_beats_c,fusion_beats_r,fusion_beats_both,hurt_c,hurt_r,hurt_best_branch
MMRL_8shot_seed1,MMRL,FS,caltech101,8,1,test,11,0,0,0,0,1,1,1,1,0,0,0,1,0.019673412665724754,0.06672116369009018,0.28494346141815186,0.06124786287546158,0.17309566214680672,0.07076415419578552,7.007776260375977,3.413388252258301,7.928570747375488,0.9947341680526733,0.9546684622764587,0.9967141151428223,0,0,0,0,0,0
MMRL_8shot_seed1,MMRL,FS,caltech101,8,1,test,12,0,0,0,0,1,1,1,1,0,0,0,1,0.1625727415084839,0.03177325055003166,0.06826934218406677,0.293103963136673,0.18068665266036987,0.0673842653632164,4.18315315246582,8.242154121398926,5.704627990722656,0.9274412989616394,0.9975169897079468,0.9803175926208496,0,0,0,0,0,0
MMRL_8shot_seed1,MMRL,FS,caltech101,8,1,test,13,0,0,0,0,1,1,1,1,0,0,0,1,0.2986321747303009,-0.0015276595950126648,0.013911201618611813,0.02033061720430851,0.01712090941146016,0.006085800006985664,6.571113586425781,6.503656387329102,6.659858703613281,0.9916456341743469,0.9936500191688538,0.9950769543647766,0,0,0,0,0,0
MMRL_8shot_seed1,MMRL,FS,caltech101,8,1,test,14,0,0,0,0,1,1,1,1,0,0,0,1,0.21471621096134186,0.10388456284999847,0.06296423822641373,0.02483360469341278,0.043898921459913254,0.01700057089328766,7.483495712280273,4.676303863525391,7.663228988647461,0.9953691363334656,0.9846011400222778,0.9968342185020447,0,0,0,0,0,0
MMRL_8shot_seed1,MMRL,FS,caltech101,8,1,test,15,0,0,0,0,1,1,1,1,0,0,0,1,0.4642601013183594,0.024629004299640656,0.007905496284365654,0.043712593615055084,0.02580904494971037,0.010342227295041084,6.361852645874023,5.9583234786987305,6.300996780395508,0.9900201559066772,0.9964950680732727,0.995804488658905,0,0,0,0,0,0
MMRL_8shot_seed1,MMRL,FS,caltech101,8,1,test,16,0,0,0,0,1,1,1,1,0,0,0,1,0.3336719870567322,0.03684324771165848,0.0420180968940258,0.2784986197948456,0.1602583583444357,0.06585991382598877,4.00214958190918,7.541082382202148,5.971750259399414,0.957793116569519,0.9989116191864014,0.9935222268104553,0,0,0,0,0,0
MMRL_8shot_seed1,MMRL,FS,caltech101,8,1,test,17,0,0,0,0,1,1,1,1,0,0,0,1,0.6528090834617615,0.05406668037176132,0.1826707422733307,1.0966167449951172,0.6396437436342239,0.2592911422252655,2.4843711853027344,5.715972900390625,4.046716690063477,0.8181078433990479,0.9943670630455017,0.959805965423584,0,0,0,0,0,0
MMRL_8shot_seed1,MMRL,FS,caltech101,8,1,test,18,0,0,0,0,1,1,1,1,0,0,0,1,-0.14528095722198486,0.03275088965892792,0.007595978677272797,0.029865503311157227,0.01873074099421501,0.006860201247036457,6.38813591003418,8.614442825317383,7.086355209350586,0.9910195469856262,0.9992559552192688,0.9969003200531006,0,0,0,0,0,0
MMRL_8shot_seed1,MMRL,FS,caltech101,8,1,test,19,0,0,0,0,1,1,1,1,0,0,0,1,-0.29485243558883667,0.042966507375240326,0.07728265970945358,0.042298801243305206,0.059790730476379395,0.020463015884160995,6.692628860473633,5.146806716918945,6.750583648681641,0.9898300766944885,0.9671277403831482,0.9913848638534546,0,0,0,0,0,0
MMRL_8shot_seed1,MMRL,FS,caltech101,8,1,test,20,0,0,0,0,1,1,1,1,0,0,0,1,0.3885917067527771,0.09095070511102676,0.01287305448204279,0.05618298798799515,0.03452802123501897,0.013616730459034443,5.718000411987305,7.350878715515137,7.468019485473633,0.988150954246521,0.9981479644775391,0.9964765906333923,0,0,0,0,0,0
MMRL_8shot_seed1,MMRL,FS,caltech101,8,1,test,21,0,0,0,0,1,1,1,1,0,0,0,1,0.07021643221378326,0.031130298972129822,1.9545140266418457,0.3208068609237671,1.1376604437828064,0.4634958505630493,7.964006423950195,1.7054505348205566,6.922910690307617,0.9975728392601013,0.7200626134872437,0.9939477443695068,0,0,0,0,0,0
MMRL_8shot_seed1,MMRL,FS,caltech101,8,1,test,22,0,0,0,0,1,1,1,1,0,0,0,1,-0.20102807879447937,0.055514104664325714,0.007010563742369413,0.04146355763077736,0.024237060686573386,0.00972676370292902,6.7411956787109375,9.400136947631836,7.9210052490234375,0.9923452734947205,0.9996696710586548,0.9983904361724854,0,0,0,0,0,0
MMRL_8shot_seed1,MMRL,FS,caltech101,8,1,test,23,0,0,0,0,1,1,1,1,0,0,0,1,0.24071097373962402,0.06136622652411461,0.11154788732528687,0.025599544867873192,0.06857371609658003,0.02568931132555008,7.791950225830078,4.487290382385254,8.01317024230957,0.9986711740493774,0.9729810953140259,0.998088538646698,0,0,0,0,0,0
MMRL_8shot_seed1,MMRL,FS,caltech101,8,1,test,24,0,0,0,0,1,1,1,1,0,0,0,1,0.6803268790245056,0.06879168003797531,0.010699447244405746,0.04443632811307907,0.02756788767874241,0.010308054275810719,5.632383346557617,6.156457901000977,6.720514297485352,0.9873266816139221,0.9963209629058838,0.9948975443840027,0,0,0,0,0,0
MMRL_8shot_seed1,MMRL,FS,caltech101,8,1,test,25,0,0,0,0,1,1,1,1,0,0,0,1,-0.2937716543674469,0.01110321469604969,0.0526985302567482,0.47456902265548706,0.26363377645611763,0.11382094025611877,4.197343826293945,8.54997444152832,6.352123260498047,0.9475492238998413,0.9991926550865173,0.9945251941680908,0,0,0,0,0,0
MMRL_8shot_seed1,MMRL,FS,caltech101,8,1,test,26,0,0,0,0,1,1,1,1,0,0,0,1,-0.3902182877063751,0.048010148108005524,0.018832175061106682,0.07382392138242722,0.04632804822176695,0.01789790950715542,5.455451965332031,7.108980178833008,6.733341217041016,0.9842724800109863,0.9975069165229797,0.9957877993583679,0,0,0,0,0,0
MMRL_8shot_seed1,MMRL,FS,caltech101,8,1,test,27,0,0,0,0,1,1,1,1,0,0,0,1,0.5991688966751099,0.023628560826182365,0.008016613312065601,0.012345893308520317,0.01018125331029296,0.0030007713939994574,4.374807357788086,5.538294792175293,4.723855972290039,0.9844474792480469,0.9933510422706604,0.9891383051872253,0,0,0,0,0,0
MMRL_8shot_seed1,MMRL,FS,caltech101,8,1,test,28,0,0,0,0,1,1,1,1,0,0,0,1,-0.27236253023147583,0.07455876469612122,0.010592309758067131,0.03862849622964859,0.02461040299385786,0.008843902498483658,6.369621276855469,7.258166790008545,7.40936279296875,0.9875597357749939,0.9979256391525269,0.9952352643013,0,0,0,0,0,0
MMRL_8shot_seed1,MMRL,FS,caltech101,8,1,test,29,0,0,0,0,1,1,1,1,0,0,0,1,0.031163711100816727,0.04772757738828659,1.4514679908752441,0.22283998131752014,0.8371539860963821,0.34478193521499634,6.823493957519531,1.546121597290039,7.005393981933594,0.9951921701431274,0.7968249320983887,0.9938680529594421,0,0,0,0,0,0
MMRL_8shot_seed1,MMRL,FS,caltech101,8,1,test,30,0,0,0,0,1,1,1,1,0,0,0,1,0.29970934987068176,0.031025774776935577,0.08322568982839584,0.48630815744400024,0.28476692363619804,0.1143186166882515,3.1091747283935547,6.978989124298096,5.660282135009766,0.9148973822593689,0.9965721368789673,0.9834225177764893,0,0,0,0,0,0
MMRL_8shot_seed1,MMRL,FS,caltech101,8,1,test,31,0,0,0,0,1,1,1,1,0,0,0,1,0.36163222789764404,0.03757172450423241,0.03440825641155243,0.17808538675308228,0.10624682158231735,0.04145904630422592,4.863580703735352,8.065932273864746,6.346704483032227,0.9633787274360657,0.9988085031509399,0.991586446762085,0,0,0,0,0,0
MMRL_8shot_seed1,MMRL,FS,caltech101,8,1,test,32,0,0,0,0,1,1,1,1,0,0,0,1,-0.05569460988044739,0.044743187725543976,0.35070833563804626,0.12167812883853912,0.2361932322382927,0.08585598319768906,5.84562873840332,3.0342750549316406,5.407167434692383,0.9823243618011475,0.8958551287651062,0.9833530187606812,0,0,0,0,0,0
MMRL_8shot_seed1,MMRL,FS,caltech101,8,1,test,33,0,0,0,0,1,1,1,1,0,0,0,1,0.23926928639411926,0.058694589883089066,0.08882646262645721,0.0829092264175415,0.08586784452199936,0.03188677504658699,5.425954818725586,4.488300323486328,6.035198211669922,0.9714296460151672,0.9766693115234375,0.9848545789718628,0,0,0,0,0,0
MMRL_8shot_seed1,MMRL,FS,caltech101,8,1,test,34,0,0,0,0,1,1,1,1,0,0,0,1,0.7691069841384888,0.06754788756370544,0.015863537788391113,0.08184119313955307,0.04885236546397209,0.019097698852419853,5.4610595703125,6.471041679382324,6.301273345947266,0.9806942939758301,0.9969702959060669,0.9935907125473022,0,0,0,0,0,0
MMRL_8shot_seed1,MMRL,FS,caltech101,8,1,test,35,0,0,0,0,1,1,1,1,0,0,0,1,0.4028996527194977,0.0395304411649704,0.07036647945642471,0.4386219084262848,0.25449419394135475,0.10326950252056122,3.4201602935791016,8.829038619995117,5.7891082763671875,0.9296092391014099,0.9990872144699097,0.9892178773880005,0,0,0,0,0,0
MMRL_8shot_seed1,MMRL,FS,caltech101,8,1,test,36,0,0,0,0,1,1,1,1,0,0,0,1,0.1447848081588745,0.058137986809015274,0.08273323625326157,0.35727086663246155,0.22000205144286156,0.08319645375013351,3.0208168029785156,6.661064147949219,4.760303497314453,0.9201517701148987,0.9955341815948486,0.9807639122009277,0,0,0,0,0,0
MMRL_8shot_seed1,MMRL,FS,caltech101,8,1,test,37,0,0,0,0,1,1,1,1,0,0,0,1,-0.2107769250869751,0.030652374029159546,0.13637150824069977,0.15149393677711487,0.14393272250890732,0.05297131463885307,4.880655288696289,4.431018829345703,6.22052001953125,0.9652036428451538,0.9655125737190247,0.9862765073776245,0,0,0,0,0,0
MMRL_8shot_seed1,MMRL,FS,caltech101,8,1,test,38,0,0,0,0,1,1,1,1,0,0,0,1,0.1588270664215088,0.04566934332251549,0.33454033732414246,0.11117621511220932,0.2228582762181759,0.08157636970281601,5.374971389770508,4.07842493057251,5.87278938293457,0.9865819215774536,0.911068856716156,0.9891051650047302,0,0,0,0,0,0
MMRL_8shot_seed1,MMRL,FS,caltech101,8,1,test,39,0,0,0,0,1,1,1,1,0,0,0,1,-0.1524742990732193,0.051511675119400024,0.008873151615262032,0.04015009105205536,0.024511621333658695,0.00926757138222456,6.316219329833984,7.60701847076416,6.808015823364258,0.9891631603240967,0.9991311430931091,0.9964777827262878,0,0,0,0,0,0
MMRL_8shot_seed1,MMRL,FS,caltech101,8,1,test,40,0,0,0,0,1,1,1,1,0,0,0,1,0.42553627490997314,0.049153126776218414,0.0737987831234932,0.4251372516155243,0.24946801736950874,0.09958700835704803,4.021396636962891,9.095273971557617,6.497489929199219,0.9269551038742065,0.9995157718658447,0.988398015499115,0,0,0,0,0,0
MMRL_8shot_seed1,MMRL,FS,caltech101,8,1,test,41,0,0,0,0,1,1,1,1,0,0,0,1,-0.2713373005390167,-0.024581342935562134,0.01957871951162815,0.14919057488441467,0.08438464719802141,0.03561324626207352,5.091741561889648,7.783148288726807,6.855978012084961,0.9792390465736389,0.9986473917961121,0.9961175918579102,0,0,0,0,0,0
MMRL_8shot_seed1,MMRL,FS,caltech101,8,1,test,42,0,0,0,0,1,1,1,1,0,0,0,1,0.531461238861084,0.04199492186307907,1.4451972246170044,0.3118038773536682,0.8785005509853363,0.33835548162460327,5.993808746337891,1.505167007446289,4.926000595092773,0.9922270774841309,0.7180932760238647,0.9843852519989014,0,0,0,0,0,0
MMRL_8shot_seed1,MMRL,FS,caltech101,8,1,test,43,0,0,0,0,1,1,1,1,0,0,0,1,0.03964901715517044,0.08197498321533203,0.016599228605628014,0.07382285594940186,0.045211042277514935,0.017002364620566368,6.025184631347656,7.906611919403076,7.326059341430664,0.9812065958976746,0.9988911747932434,0.9945487380027771,0,0,0,0,0,0
MMRL_8shot_seed1,MMRL,FS,caltech101,8,1,test,44,0,0,0,0,1,1,1,1,0,0,0,1,-0.3482450246810913,0.033646948635578156,0.016395138576626778,0.05984150990843773,0.03811832424253225,0.014044982381165028,5.583217620849609,7.854745388031006,6.318813323974609,0.9830548763275146,0.9975766539573669,0.994145393371582,0,0,0,0,0,0
MMRL_8shot_seed1,MMRL,FS,caltech101,8,1,test,45,0,0,0,0,1,1,1,1,0,0,0,1,0.0042488351464271545,-0.014102809131145477,0.05349532887339592,0.3091742992401123,0.1813348140567541,0.0725603997707367,5.205854415893555,8.060144424438477,6.504430770874023,0.9440052509307861,0.9984594583511353,0.9882815480232239,0,0,0,0,0,0
MMRL_8shot_seed1,MMRL,FS,caltech101,8,1,test,46,0,0,0,0,1,1,1,1,0,0,0,1,-0.2654308080673218,0.008534920401871204,0.011190870776772499,0.07237996906042099,0.041785419918596745,0.017228174954652786,6.38111686706543,8.172075271606445,8.613750457763672,0.9889045357704163,0.9992148876190186,0.9980366826057434,0,0,0,0,0,0
MMRL_8shot_seed1,MMRL,FS,caltech101,8,1,test,47,0,0,0,0,1,1,1,1,0,0,0,1,0.7344375848770142,0.04686003923416138,0.041599053889513016,0.234840989112854,0.1382200215011835,0.05504358187317848,5.128805160522461,6.142189979553223,5.632070541381836,0.9517392516136169,0.9959819316864014,0.9865832924842834,0,0,0,0,0,0
MMRL_8shot_seed1,MMRL,FS,caltech101,8,1,test,48,0,0,0,0,1,1,1,1,0,0,0,1,0.4636091887950897,0.12752020359039307,0.034225720912218094,0.04326106607913971,0.0387433934956789,0.01496485061943531,5.475654602050781,5.500988960266113,5.48560905456543,0.9876573085784912,0.9849662780761719,0.9919531941413879,0,0,0,0,0,0
MMRL_8shot_seed1,MMRL,FS,caltech101,8,1,test,49,0,0,0,0,1,1,1,1,0,0,0,1,-0.013343319296836853,0.04648337513208389,0.021655676886439323,0.11591515690088272,0.06878541689366102,0.027449484914541245,4.243967056274414,5.286393165588379,4.556694030761719,0.9681752324104309,0.9930925369262695,0.9857156872749329,0,0,0,0,0,0
MMRL_8shot_seed1,MMRL,FS,caltech101,8,1,test,50,0,0,0,0,1,1,1,1,0,0,0,1,-0.2135707437992096,0.0730857327580452,0.05011071264743805,0.08210919797420502,0.06610995531082153,0.023798510432243347,6.1640167236328125,3.7079811096191406,5.516063690185547,0.9860986471176147,0.9749727249145508,0.9929261207580566,0,0,0,0,0,0
MMRL_8shot_seed1,MMRL,FS,caltech101,8,1,test,51,0,0,0,0,1,1,1,1,0,0,0,1,0.526900589466095,0.07250729203224182,0.030018260702490807,0.16570618748664856,0.09786222409456968,0.039361413568258286,4.764556884765625,6.886592864990234,6.609306335449219,0.969929039478302,0.9975827932357788,0.99289470911026,0,0,0,0,0,0
MMRL_8shot_seed1,MMRL,FS,caltech101,8,1,test,52,0,0,0,0,1,1,1,1,0,0,0,1,-0.246425598859787,-0.010994368232786655,0.013532212935388088,0.0866180956363678,0.05007515428587794,0.020611939951777458,5.721292495727539,7.521327018737793,7.736898422241211,0.986275315284729,0.9988077878952026,0.9973587393760681,0,0,0,0,0,0
MMRL_8shot_seed1,MMRL,FS,caltech101,8,1,test,53,0,0,0,0,1,1,1,1,0,0,0,1,-0.26123732328414917,0.025086477398872375,0.034402843564748764,0.22984382510185242,0.1321233343333006,0.05446220934391022,4.133337020874023,7.662471771240234,6.755138397216797,0.9650284051895142,0.9984239339828491,0.9943690896034241,0,0,0,0,0,0
MMRL_8shot_seed1,MMRL,FS,caltech101,8,1,test,54,0,0,0,0,1,1,1,1,0,0,0,1,-0.06029447913169861,0.08744548261165619,1.5184649229049683,0.2583227753639221,0.8883938491344452,0.3591306805610657,6.425201416015625,1.312361717224121,5.721250534057617,0.9962766766548157,0.7667942643165588,0.9933725595474243,0,0,0,0,0,0
MMRL_8shot_seed1,MMRL,FS,caltech101,8,1,test,55,0,0,0,0,1,1,1,1,0,0,0,1,0.40219399333000183,0.06107061356306076,0.030702177435159683,0.20443688333034515,0.11756953038275242,0.04880565032362938,4.34486198425293,7.083254814147949,6.304042816162109,0.967945396900177,0.9973357319831848,0.9926779270172119,0,0,0,0,0,0
MMRL_8shot_seed1,MMRL,FS,caltech101,8,1,test,56,0,0,0,0,1,1,1,1,0,0,0,1,0.4748266935348511,0.0876627266407013,0.011127631179988384,0.060272376984357834,0.03570000408217311,0.014186731539666653,5.460391998291016,8.352605819702148,7.451128005981445,0.9879336953163147,0.9990345239639282,0.996859073638916,0,0,0,0,0,0
MMRL_8shot_seed1,MMRL,FS,caltech101,8,1,test,57,0,0,0,0,1,1,1,1,0,0,0,1,0.4821513891220093,0.018631918355822563,0.23107260465621948,0.9586549997329712,0.5948638021945953,0.2297932505607605,2.681520462036133,4.9263691902160645,4.04705810546875,0.7950342297554016,0.9483116865158081,0.9285438060760498,0,0,0,0,0,0
MMRL_8shot_seed1,MMRL,FS,caltech101,8,1,test,58,0,0,0,0,1,1,1,1,0,0,0,1,-0.20852212607860565,0.04846007749438286,0.008348287083208561,0.03826822713017464,0.0233082571066916,0.008899656124413013,6.257505416870117,8.41966724395752,6.952768325805664,0.9900230765342712,0.9988813996315002,0.9966264963150024,0,0,0,0,0,0
MMRL_8shot_seed1,MMRL,FS,caltech101,8,1,test,59,0,0,0,0,1,1,1,1,0,0,0,1,0.059581954032182693,0.06427209824323654,0.014342101290822029,0.07386109232902527,0.04410159680992365,0.01717323809862137,6.082941055297852,8.397709846496582,7.290616989135742,0.9846120476722717,0.9994298815727234,0.9964828491210938,0,0,0,0,0,0
MMRL_8shot_seed1,MMRL,FS,caltech101,8,1,test,60,0,0,0,0,1,1,1,1,0,0,0,1,0.3576909899711609,0.02518983744084835,0.017021821811795235,0.0693419873714447,0.04318190459161997,0.016107089817523956,5.741167068481445,6.935268402099609,7.20756721496582,0.9817311763763428,0.9978571534156799,0.994204580783844,0,0,0,0,0,0
MMRL_8shot_seed1,MMRL,FS,caltech101,8,1,test,61,0,0,0,0,1,1,1,1,0,0,0,1,0.37502145767211914,0.09093956649303436,0.015954654663801193,0.060491178184747696,0.038222916424274445,0.014690461568534374,5.857614517211914,7.1476287841796875,7.153505325317383,0.9851109385490417,0.9972878694534302,0.9950066804885864,0,0,0,0,0,0
MMRL_8shot_seed1,MMRL,FS,caltech101,8,1,test,62,0,0,0,0,1,1,1,1,0,0,0,1,0.5613327026367188,0.05723179131746292,0.1960860788822174,0.05199432373046875,0.12404020130634308,0.046161502599716187,7.174350738525391,4.020316123962402,7.241537094116211,0.9951828122138977,0.9513432383537292,0.995384156703949,0,0,0,0,0,0
MMRL_8shot_seed1,MMRL,FS,caltech101,8,1,test,63,0,0,0,0,1,1,1,1,0,0,0,1,0.7308385372161865,0.08535712212324142,0.004971001762896776,0.016852904111146927,0.010911952937021852,0.004088581074029207,7.399602890014648,6.530027389526367,7.290628433227539,0.9948570728302002,0.996880054473877,0.9973030090332031,0,0,0,0,0,0
MMRL_8shot_seed1,MMRL,FS,caltech101,8,1,test,64,0,0,0,0,1,1,1,1,0,0,0,1,0.3579505383968353,0.049644939601421356,0.033914774656295776,0.21733757853507996,0.12562617659568787,0.05168214067816734,4.89190673828125,4.519096374511719,5.165369033813477,0.9643272757530212,0.9887018203735352,0.9894921779632568,0,0,0,0,0,0
MMRL_8shot_seed1,MMRL,FS,caltech101,8,1,test,65,0,0,0,0,1,1,1,1,0,0,0,1,0.3386824429035187,0.04156748950481415,0.04784204810857773,0.1449936032295227,0.09641782566905022,0.03608110547065735,4.539148330688477,5.883026123046875,4.942310333251953,0.9581372141838074,0.9892480969429016,0.9835468530654907,0,0,0,0,0,0
MMRL_8shot_seed1,MMRL,FS,caltech101,8,1,test,66,0,0,0,0,1,1,1,1,0,0,0,1,0.39051640033721924,0.06545479595661163,0.014161551371216774,0.04635092616081238,0.030256238766014576,0.01139417290687561,6.582546234130859,6.316460609436035,7.202802658081055,0.9885861277580261,0.9966655373573303,0.9959539175033569,0,0,0,0,0,0
MMRL_8shot_seed1,MMRL,FS,caltech101,8,1,test,67,0,0,0,0,1,1,1,1,0,0,0,1,0.07483752816915512,0.0451677143573761,0.004702217876911163,0.01813122071325779,0.011416719295084476,0.004227470140904188,7.101032257080078,8.309820175170898,7.959043502807617,0.9946789741516113,0.9989456534385681,0.9980177879333496,0,0,0,0,0,0
MMRL_8shot_seed1,MMRL,FS,caltech101,8,1,test,68,0,0,0,0,1,1,1,1,0,0,0,1,0.04962284117937088,0.02956365793943405,0.006441096309572458,0.03512217104434967,0.020781633676961064,0.008273907005786896,7.06657600402832,6.4540863037109375,7.04353141784668,0.9922433495521545,0.9976876974105835,0.9970502853393555,0,0,0,0,0,0
MMRL_8shot_seed1,MMRL,FS,caltech101,8,1,test,69,0,0,0,0,1,1,1,1,0,0,0,1,-0.21989649534225464,0.0697343647480011,0.00882376916706562,0.01825644075870514,0.01354010496288538,0.004574958700686693,6.407402038574219,7.116352081298828,6.668792724609375,0.9915300607681274,0.9963807463645935,0.9955524802207947,0,0,0,0,0,0
MMRL_8shot_seed1,MMRL,FS,caltech101,8,1,test,70,0,0,0,0,1,1,1,1,0,0,0,1,0.4423881769180298,-0.0021998099982738495,0.020644038915634155,0.0654359757900238,0.04304000735282898,0.014920126646757126,3.9093990325927734,5.641353607177734,4.428985595703125,0.9677894115447998,0.9953911304473877,0.9839205145835876,0,0,0,0,0,0
MMRL_8shot_seed1,MMRL,FS,caltech101,8,1,test,71,0,0,0,0,1,1,1,1,0,0,0,1,0.08901245146989822,0.01354428380727768,0.01438730675727129,0.08993040025234222,0.05215885350480676,0.021195175126194954,5.117317199707031,7.461940765380859,6.904560089111328,0.9840017557144165,0.9989104270935059,0.9963724613189697,0,0,0,0,0,0
MMRL_8shot_seed1,MMRL,FS,caltech101,8,1,test,72,0,0,0,0,1,1,1,1,0,0,0,1,0.2907552123069763,0.042303234338760376,0.3219684362411499,0.06660399585962296,0.19428621605038643,0.0764729306101799,6.010747909545898,3.2569942474365234,7.051767349243164,0.9953436255455017,0.9392370581626892,0.9959365129470825,0,0,0,0,0,0
MMRL_8shot_seed1,MMRL,FS,caltech101,8,1,test,73,0,0,0,0,1,1,1,1,0,0,0,1,-0.18558531999588013,0.03856630623340607,0.04291069880127907,0.13880440592765808,0.09085755236446857,0.035209573805332184,5.11644172668457,4.998301982879639,6.132768630981445,0.9712005853652954,0.9893510937690735,0.9904326796531677,0,0,0,0,0,0
MMRL_8shot_seed1,MMRL,FS,caltech101,8,1,test,74,0,0,0,0,1,1,1,1,0,0,0,1,0.5105363130569458,0.04029187560081482,0.05661835893988609,0.19694474339485168,0.1267815511673689,0.04470061510801315,3.11688232421875,6.164363861083984,4.0311279296875,0.9343602657318115,0.9969954490661621,0.9763352274894714,0,0,0,0,0,0
MMRL_8shot_seed1,MMRL,FS,caltech101,8,1,test,75,0,0,0,0,1,1,1,1,0,0,0,1,0.33088845014572144,0.058549631386995316,0.027727201581001282,0.025615759193897247,0.026671480387449265,0.009133346378803253,6.890613555908203,6.201565742492676,7.405174255371094,0.9924983382225037,0.9860503077507019,0.9946494698524475,0,0,0,0,0,0
MMRL_8shot_seed1,MMRL,FS,caltech101,8,1,test,76,0,0,99,0,1,0,1,0,1,0,0,0,0.28505802154541016,0.034449830651283264,4.395060062408447,1.309560775756836,2.8523104190826416,1.0692626237869263,5.929826736450195,0.9366388320922852,4.728984832763672,0.9863215088844299,0.6772459149360657,0.9719826579093933,0,1,0,0,0,0
