sample_index,path,y,y_name,pred_text,pred_support,pred_final,pred_text_name,pred_support_name,pred_final_name,correct_text,correct_support,correct_final,error_text,error_support,error_final,js_text_support,one_minus_cos_text_support,top1_disagree_text_support,margin_conflict_text_support,msp_text,entropy_text,margin_text,energy_text,msp_support,entropy_support,margin_support,energy_support,msp_final,entropy_final,margin_final,energy_final,one_minus_msp_text,neg_margin_text,one_minus_msp_support,neg_margin_support,one_minus_msp_final,neg_margin_final,support_density_maxsim,support_density_topk_mean,support_density_top5_mean,ignorance_score,conflict_aware_confidence,conflict_aware_error_score,top3_text,top3_support,top3_final
10,/root/autodl-tmp/MMRL/DATASETS/caltech-101/101_ObjectCategories/Faces/image_0024.jpg,0,face,24,0,0,cougar_face,face,face,0,1,1,1,0,0,0.20916708826771657,0.5980371937042529,1,0.533898805449055,0.06424362080915025,4.210118641179652,0.005327792601657243,-29.735477,0.52772963,2.807390595693556,0.5124651924397318,-0.0,0.2888190344036808,3.7179217067043213,0.25261419199198665,1.1920929e-07,0.9357563791908498,-0.005327792601657243,0.47227037,-0.5124651924397318,0.7111809655963193,-0.25261419199198665,0.93953305,0.8096706,0.9250711,-0.8096706,0.14117412797126416,0.8588258720287358,cougar_face:0.0642; garfield:0.0589; face:0.0499,face:0.5277; anchor:0.0153; dalmatian:0.0140,face:0.2888; cougar_face:0.0362; garfield:0.0322
11,/root/autodl-tmp/MMRL/DATASETS/caltech-101/101_ObjectCategories/Faces/image_0047.jpg,0,face,0,0,0,face,face,face,1,1,1,0,0,0,0.2052860176111888,0.31683821225354747,0,0.0,0.09941573052804988,4.214753733612694,0.04500727776683604,-25.583593,0.6352491,2.25188935706745,0.6190174792187529,2.9802322e-08,0.3673323944727584,3.4386075629512614,0.3363035495666872,-1.1920929e-07,0.9005842694719501,-0.04500727776683604,0.36475092,-0.6190174792187529,0.6326676055272415,-0.3363035495666872,0.8056241,0.74988574,0.7886001,-0.74988574,0.18127069699461418,0.8187293030053858,face:0.0994; cougar_face:0.0544; windsor_chair:0.0291,face:0.6352; wheelchair:0.0162; dalmatian:0.0157,face:0.3673; cougar_face:0.0310; anchor:0.0169
12,/root/autodl-tmp/MMRL/DATASETS/caltech-101/101_ObjectCategories/Faces/image_0091.jpg,0,face,62,0,0,menorah,face,face,0,1,1,1,0,0,0.33895972457995793,0.7879056239711344,1,0.75264691982159,0.05194202549603705,4.3395464259619345,0.012161560630221772,-28.341024,0.72592336,1.8145968558519099,0.7184826960772803,2.9802322e-08,0.37449513209656066,3.4160313654868815,0.347448336298259,-0.0,0.948057974503963,-0.012161560630221772,0.27407664,-0.7184826960772803,0.6255048679034394,-0.347448336298259,0.9379213,0.8655792,0.9311757,-0.8655792,0.13896961684416256,0.8610303831558375,menorah:0.0519; stapler:0.0398; cellphone:0.0308,face:0.7259; anchor:0.0074; brain:0.0070,face:0.3745; menorah:0.0270; stapler:0.0223
13,/root/autodl-tmp/MMRL/DATASETS/caltech-101/101_ObjectCategories/Faces/image_0283.jpg,0,face,0,0,0,face,face,face,1,1,1,0,0,0,0.11197241047170742,0.34719560587463216,0,0.0,0.0720090598103739,4.255950968994456,0.02663645988961129,-26.790588,0.28957993,3.799777789660052,0.27238448439376073,1.1920929e-07,0.18079450728302887,4.139836789798961,0.15476615036600744,-1.1920929e-07,0.9279909401896261,-0.02663645988961129,0.7104201,-0.27238448439376073,0.8192054927169712,-0.15476615036600744,0.8094576,0.7532135,0.79122514,-0.7532135,0.11590416409557794,0.8840958359044221,face:0.0720; cougar_face:0.0454; windsor_chair:0.0357,face:0.2896; flamingo_head:0.0172; dalmatian:0.0171,face:0.1808; cougar_face:0.0260; windsor_chair:0.0201
14,/root/autodl-tmp/MMRL/DATASETS/caltech-101/101_ObjectCategories/Faces/image_0060.jpg,0,face,0,0,0,face,face,face,1,1,1,0,0,0,0.1703814061546851,0.3677160880693051,0,0.0,0.08253521809243762,4.257375493170202,0.03276849051848415,-27.14899,0.5398421,2.735544943155014,0.5191795042358609,1.7881393e-07,0.3111886859450951,3.6668416243172937,0.2830595955469532,-1.1920929e-07,0.9174647819075624,-0.03276849051848415,0.46015787,-0.5191795042358609,0.6888113140549049,-0.2830595955469532,0.81990033,0.7849186,0.81525546,-0.7849186,0.16803688347958323,0.8319631165204168,face:0.0825; cougar_face:0.0498; crocodile_head:0.0304,face:0.5398; wheelchair:0.0207; anchor:0.0152,face:0.3112; cougar_face:0.0281; wheelchair:0.0187
15,/root/autodl-tmp/MMRL/DATASETS/caltech-101/101_ObjectCategories/Faces/image_0078.jpg,0,face,24,0,0,cougar_face,face,face,0,1,1,1,0,0,0.17947107972722176,0.5305693253731418,1,0.4842471676810525,0.09657459160731414,4.155264737083647,0.032087619729265035,-26.539536,0.45664576,3.1275265856451244,0.4352233396347615,-0.0,0.2605663607774837,3.8208667410916077,0.21003596411126121,-0.0,0.9034254083926858,-0.032087619729265035,0.5433543,-0.4352233396347615,0.7394336392225163,-0.21003596411126121,0.88423455,0.7921112,0.86586934,-0.7921112,0.13733134075186373,0.8626686592481363,cougar_face:0.0966; face:0.0645; cougar_body:0.0369,face:0.4566; dalmatian:0.0214; flamingo_head:0.0135,face:0.2606; cougar_face:0.0505; cougar_body:0.0198
16,/root/autodl-tmp/MMRL/DATASETS/caltech-101/101_ObjectCategories/Faces/image_0006.jpg,0,face,67,0,0,okapi,face,face,0,1,1,1,0,0,0.11073069780867353,0.5219654704579826,1,0.21355837975981254,0.041853371008231395,4.308843206950562,0.0015766523675875346,-30.53064,0.2074589,4.031774085776324,0.17599621909870175,-0.0,0.1176910704205882,4.281039344172116,0.09237506825608198,-0.0,0.9581466289917686,-0.0015766523675875346,0.7925411,-0.17599621909870175,0.8823089295794118,-0.09237506825608198,0.7922215,0.74872786,0.7824822,-0.74872786,0.07575117054772246,0.9242488294522775,okapi:0.0419; nautilus:0.0403; cougar_face:0.0390,face:0.2075; anchor:0.0315; accordion:0.0268,face:0.1177; platypus:0.0253; accordion:0.0251
17,/root/autodl-tmp/MMRL/DATASETS/caltech-101/101_ObjectCategories/Faces/image_0331.jpg,0,face,62,0,0,menorah,face,face,0,1,1,1,0,0,0.152895134906599,0.6562210754858795,1,0.3781339297065206,0.0705235263704672,4.282838264665085,0.03188910843251102,-24.370268,0.34342864,3.572321003666624,0.31486834891942916,-0.0,0.1855724232568639,4.080474769072453,0.14625963400346323,-0.0,0.9294764736295328,-0.03188910843251102,0.6565714,-0.31486834891942916,0.8144275767431362,-0.14625963400346323,0.78551453,0.72316706,0.7722182,-0.72316706,0.10517142624025094,0.894828573759749,menorah:0.0705; hawksbill:0.0386; stapler:0.0352,face:0.3434; brain:0.0286; dalmatian:0.0144,face:0.1856; menorah:0.0393; hawksbill:0.0250
18,/root/autodl-tmp/MMRL/DATASETS/caltech-101/101_ObjectCategories/Faces/image_0017.jpg,0,face,24,0,0,cougar_face,face,face,0,1,1,1,0,0,0.1396333021407441,0.5561993910337337,1,0.37048203691109016,0.1001381595630565,4.155670932533055,0.04976948953725696,-30.349165,0.33022285,3.6122784570147495,0.3054946614012463,-0.0,0.19029577413981275,4.023607996914646,0.13547152891828812,-2.3841858e-07,0.8998618404369435,-0.04976948953725696,0.66977715,-0.3054946614012463,0.8097042258601872,-0.13547152891828812,0.81013036,0.7781919,0.8049496,-0.7781919,0.11205954948490543,0.8879404505150945,cougar_face:0.1001; face:0.0504; platypus:0.0414,face:0.3302; dalmatian:0.0247; anchor:0.0223,face:0.1903; cougar_face:0.0548; platypus:0.0257
19,/root/autodl-tmp/MMRL/DATASETS/caltech-101/101_ObjectCategories/Faces/image_0290.jpg,0,face,52,0,0,joshua_tree,face,face,0,1,1,1,0,0,0.22691569525255922,0.577225207541864,1,0.5923497256229698,0.05758309945024289,4.2736790344061175,0.006100056580206133,-29.871176,0.59250486,2.4947789143574974,0.580526401261167,1.1920929e-07,0.3219939261922147,3.611144669634367,0.2900748062312788,-0.0,0.9424169005497571,-0.006100056580206133,0.40749514,-0.580526401261167,0.6780060738077853,-0.2900748062312788,0.9189616,0.8094703,0.91475046,-0.8094703,0.15084660965754662,0.8491533903424534,joshua_tree:0.0576; face:0.0515; platypus:0.0426,face:0.5925; wheelchair:0.0120; dalmatian:0.0117,face:0.3220; joshua_tree:0.0319; platypus:0.0234
20,/root/autodl-tmp/MMRL/DATASETS/caltech-101/101_ObjectCategories/Faces/image_0036.jpg,0,face,24,0,0,cougar_face,face,face,0,1,1,1,0,0,0.3113204080582142,0.5573537640628594,1,0.7496324709041199,0.06522734446866912,4.212031213887821,0.0038259227949317062,-28.089718,0.7506427,1.676781674868418,0.7429149521615871,8.940697e-08,0.4060220701311918,3.2557268524363328,0.37099031265712823,-5.9604645e-08,0.9347726555313309,-0.0038259227949317062,0.24935728,-0.7429149521615871,0.5939779298688082,-0.37099031265712823,0.9439441,0.81459665,0.9337346,-0.81459665,0.15881316831186051,0.8411868316881395,cougar_face:0.0652; face:0.0614; garfield:0.0496,face:0.7506; anchor:0.0077; wheelchair:0.0076,face:0.4060; cougar_face:0.0350; garfield:0.0262
21,/root/autodl-tmp/MMRL/DATASETS/caltech-101/101_ObjectCategories/Faces/image_0410.jpg,0,face,0,0,0,face,face,face,1,1,1,0,0,0,0.2617750794443865,0.2819489063105223,0,0.0,0.11879660425025859,4.150447464251332,0.049331526078199045,-26.536499,0.76708347,1.5872179295451603,0.7585207921832023,-1.4901161e-07,0.4429400313563724,3.130607776342633,0.40713321285530724,-1.7881393e-07,0.8812033957497414,-0.049331526078199045,0.23291653,-0.7585207921832023,0.5570599686436276,-0.40713321285530724,0.9218719,0.76825774,0.9196993,-0.76825774,0.19184232803958298,0.808157671960417,face:0.1188; cougar_face:0.0695; hawksbill:0.0238,face:0.7671; brain:0.0086; wheelchair:0.0058,face:0.4429; cougar_face:0.0358; hawksbill:0.0131
22,/root/autodl-tmp/MMRL/DATASETS/caltech-101/101_ObjectCategories/Faces/image_0219.jpg,0,face,41,0,0,flamingo_head,face,face,0,1,1,1,0,0,0.3360815261054352,0.5947804014545964,1,0.7725543385320971,0.05828263749468792,4.179046150664505,0.0009991610363980635,-27.105165,0.77631843,1.5314896678016972,0.7663778773686131,-2.9802322e-08,0.4168009663771703,3.1913494353385357,0.38527800822965047,-0.0,0.9417173625053121,-0.0009991610363980635,0.22368157,-0.7663778773686131,0.5831990336228297,-0.38527800822965047,0.9423911,0.8195479,0.9215172,-0.8195479,0.15549909708889872,0.8445009029111012,flamingo_head:0.0583; face:0.0573; cougar_face:0.0499,face:0.7763; wheelchair:0.0099; dalmatian:0.0069,face:0.4168; flamingo_head:0.0315; cougar_face:0.0266
23,/root/autodl-tmp/MMRL/DATASETS/caltech-101/101_ObjectCategories/Faces/image_0404.jpg,0,face,0,0,0,face,face,face,1,1,1,0,0,0,0.23331056573486075,0.15745527875956322,0,0.0,0.18074260973118741,3.9653219317916646,0.1011376669598639,-25.033594,0.8018505,1.3828628519576092,0.7929611013540604,-1.7881393e-07,0.49129651903657645,2.9074029576094973,0.4502065370273347,-1.1920929e-07,0.8192573902688126,-0.1011376669598639,0.1981495,-0.7929611013540604,0.5087034809634235,-0.4502065370273347,0.9440188,0.79356885,0.9348671,-0.79356885,0.22676415388273585,0.7732358461172641,face:0.1807; cougar_face:0.0796; yin_yang:0.0248,face:0.8019; brain:0.0089; wheelchair:0.0053,face:0.4913; cougar_face:0.0411; yin_yang:0.0134
24,/root/autodl-tmp/MMRL/DATASETS/caltech-101/101_ObjectCategories/Faces/image_0344.jpg,0,face,0,0,0,face,face,face,1,1,1,0,0,0,0.11470715358277345,0.4626140593938246,0,0.0,0.04892729055546286,4.2891263754160045,0.0026205589771561566,-27.511274,0.2856649,3.811276993509898,0.26627613236375525,1.1920929e-07,0.16729609341744822,4.164908838045725,0.14082129663280818,-1.1920929e-07,0.9510727094445371,-0.0026205589771561566,0.7143351,-0.26627613236375525,0.8327039065825518,-0.14082129663280818,0.8328835,0.7807676,0.820521,-0.7807676,0.10631858317351305,0.8936814168264869,face:0.0489; cougar_face:0.0463; menorah:0.0378,face:0.2857; dalmatian:0.0194; flamingo_head:0.0153,face:0.1673; cougar_face:0.0265; menorah:0.0211
25,/root/autodl-tmp/MMRL/DATASETS/caltech-101/101_ObjectCategories/Faces/image_0143.jpg,0,face,43,0,0,gerenuk,face,face,0,1,1,1,0,0,0.3911697382778314,0.8186576831114695,1,0.8247109266550952,0.06532441987142153,4.2332028270130735,0.00820784748379804,-28.166609,0.78511125,1.4746225531511004,0.7729712109004149,-2.9802322e-08,0.4043323828535422,3.2450824283599187,0.37058462131323355,-0.0,0.9346755801285784,-0.00820784748379804,0.21488875,-0.7729712109004149,0.5956676171464578,-0.37058462131323355,0.919108,0.8536755,0.9185735,-0.8536755,0.13679062261590885,0.8632093773840912,gerenuk:0.0653; emu:0.0571; okapi:0.0495,face:0.7851; anchor:0.0121; wheelchair:0.0069,face:0.4043; gerenuk:0.0337; emu:0.0302
26,/root/autodl-tmp/MMRL/DATASETS/caltech-101/101_ObjectCategories/Faces/image_0195.jpg,0,face,0,0,0,face,face,face,1,1,1,0,0,0,0.39930797642226323,0.5485424428346142,0,0.0,0.0670252363020378,4.167825089956265,0.002013931921930459,-27.143494,0.8758826,0.9284069423008484,0.8717548630114714,1.7881393e-07,0.47145394623586,2.94742399255082,0.4372979470794502,-1.1920929e-07,0.9329747636979622,-0.002013931921930459,0.124117374,-0.8717548630114714,0.52854605376414,-0.4372979470794502,0.94273925,0.8625965,0.9366846,-0.8625965,0.15733277873267643,0.8426672212673236,face:0.0670; flamingo_head:0.0650; cougar_face:0.0543,face:0.8759; dalmatian:0.0041; anchor:0.0040,face:0.4715; flamingo_head:0.0342; cougar_face:0.0284
27,/root/autodl-tmp/MMRL/DATASETS/caltech-101/101_ObjectCategories/Faces/image_0189.jpg,0,face,24,0,0,cougar_face,face,face,0,1,1,1,0,0,0.2142175110479285,0.5036497626831278,1,0.6798966866531244,0.16139272165907453,3.9719351380000534,0.06311508495199097,-28.104313,0.6235011,2.3376781497601997,0.6083358908636705,-2.682209e-07,0.36088934358616254,3.369024154928055,0.2768332583745712,-0.0,0.8386072783409255,-0.06311508495199097,0.37649888,-0.6083358908636705,0.6391106564138375,-0.2768332583745712,0.94397444,0.8426912,0.94193935,-0.8426912,0.1742511284340196,0.8257488715659804,cougar_face:0.1614; face:0.0983; cougar_body:0.0372,face:0.6235; dalmatian:0.0152; flamingo_head:0.0104,face:0.3609; cougar_face:0.0841; cougar_body:0.0204
28,/root/autodl-tmp/MMRL/DATASETS/caltech-101/101_ObjectCategories/Faces/image_0014.jpg,0,face,24,0,0,cougar_face,face,face,0,1,1,1,0,0,0.1725273799708976,0.5868335530430677,1,0.44904708076113353,0.04091435408060849,4.364003193627393,0.0007952580093162145,-27.957027,0.45526397,3.139570796116245,0.43460386739356777,-5.9604645e-08,0.24769154163655924,3.9243143748427163,0.22372828237125053,-0.0,0.9590856459193915,-0.0007952580093162145,0.544736,-0.43460386739356777,0.7523084583634407,-0.22372828237125053,0.8263321,0.7872877,0.81652707,-0.7872877,0.1329789727970649,0.8670210272029351,cougar_face:0.0409; face:0.0401; platypus:0.0340,face:0.4553; anchor:0.0207; pigeon:0.0108,face:0.2477; cougar_face:0.0240; platypus:0.0202
29,/root/autodl-tmp/MMRL/DATASETS/caltech-101/101_ObjectCategories/Faces/image_0407.jpg,0,face,0,0,0,face,face,face,1,1,1,0,0,0,0.3364636137740368,0.3184969188138489,0,0.0,0.10250406294101488,4.227179983070486,0.06116105148964727,-25.499828,0.8471737,1.1116739792285166,0.8436765574374493,-0.0,0.47483891095537867,3.005890594923538,0.4532085396440958,-0.0,0.8974959370589851,-0.06116105148964727,0.15282631,-0.8436765574374493,0.5251610890446213,-0.4532085396440958,0.89626,0.7263401,0.88572645,-0.7263401,0.17702557965296972,0.8229744203470303,face:0.1025; cougar_face:0.0413; windsor_chair:0.0316,face:0.8472; elephant:0.0035; tick:0.0034,face:0.4748; cougar_face:0.0216; windsor_chair:0.0160
30,/root/autodl-tmp/MMRL/DATASETS/caltech-101/101_ObjectCategories/Faces/image_0100.jpg,0,face,84,0,0,stapler,face,face,0,1,1,1,0,0,0.3973503697688672,0.7124149836618774,1,0.8486090928349275,0.059231015960455935,4.267479483586321,0.004746797934889087,-26.698668,0.82978976,1.217233048510482,0.8232629698757644,2.9802322e-08,0.43373411412325513,3.139706635817269,0.4027520057566533,5.9604645e-08,0.9407689840395441,-0.004746797934889087,0.17021024,-0.8232629698757644,0.5662658858767449,-0.4027520057566533,0.92831254,0.8405305,0.9232849,-0.8405305,0.1452193339366576,0.8547806660633424,stapler:0.0592; menorah:0.0545; face:0.0377,face:0.8298; brain:0.0065; anchor:0.0042,face:0.4337; stapler:0.0310; menorah:0.0284
31,/root/autodl-tmp/MMRL/DATASETS/caltech-101/101_ObjectCategories/Faces/image_0098.jpg,0,face,84,0,0,stapler,face,face,0,1,1,1,0,0,0.33608723288359865,0.6767899739374573,1,0.749210886596017,0.03811348727497355,4.37160193352645,0.0015577098487759775,-27.741957,0.75156057,1.671786772455385,0.7452367374689158,-8.940697e-08,0.39405816128440313,3.3577815858745166,0.3730477334492325,-5.9604645e-08,0.9618865127250265,-0.0015577098487759775,0.24843943,-0.7452367374689158,0.6059418387155968,-0.3730477334492325,0.9270415,0.85539234,0.92459106,-0.85539234,0.14701270133398814,0.8529872986660119,stapler:0.0381; face:0.0366; menorah:0.0287,face:0.7516; euphonium:0.0063; saxophone:0.0063,face:0.3941; stapler:0.0210; dalmatian:0.0158
32,/root/autodl-tmp/MMRL/DATASETS/caltech-101/101_ObjectCategories/Faces/image_0397.jpg,0,face,0,0,0,face,face,face,1,1,1,0,0,0,0.23723778773777093,0.4876748870829498,0,0.0,0.06194409487059594,4.313544164375548,0.02154848682044943,-27.48471,0.6385768,2.2543938930850382,0.6227930843800911,-5.9604645e-08,0.3502604399163976,3.5212068164680628,0.32770978894812325,-1.1920929e-07,0.9380559051294041,-0.02154848682044943,0.3614232,-0.6227930843800911,0.6497395600836025,-0.32770978894812325,0.8459683,0.8041587,0.8345791,-0.8041587,0.16021508192538148,0.8397849180746185,face:0.0619; cougar_face:0.0404; windsor_chair:0.0326,face:0.6386; wheelchair:0.0158; dalmatian:0.0157,face:0.3503; cougar_face:0.0226; dalmatian:0.0204
33,/root/autodl-tmp/MMRL/DATASETS/caltech-101/101_ObjectCategories/Faces/image_0249.jpg,0,face,0,0,0,face,face,face,1,1,1,0,0,0,0.20586954455689832,0.5446325087479842,0,0.0,0.04982479360594478,4.332499159567642,0.009273846949996549,-26.71929,0.53717184,2.732089862227153,0.5164926889603804,5.9604645e-08,0.2934983112898093,3.738164055454296,0.2645930217031967,-1.1920929e-07,0.9501752063940552,-0.009273846949996549,0.46282816,-0.5164926889603804,0.7065016887101907,-0.2645930217031967,0.861245,0.7726798,0.8474542,-0.7726798,0.14462692026337254,0.8553730797366275,face:0.0498; ibis:0.0406; flamingo_head:0.0399,face:0.5372; dalmatian:0.0207; flamingo_head:0.0179,face:0.2935; flamingo_head:0.0289; ibis:0.0251
