sample_index,path,y,y_name,pred_text,pred_support,pred_final,pred_text_name,pred_support_name,pred_final_name,correct_text,correct_support,correct_final,error_text,error_support,error_final,js_text_support,one_minus_cos_text_support,top1_disagree_text_support,margin_conflict_text_support,msp_text,entropy_text,margin_text,energy_text,msp_support,entropy_support,margin_support,energy_support,msp_final,entropy_final,margin_final,energy_final,one_minus_msp_text,neg_margin_text,one_minus_msp_support,neg_margin_support,one_minus_msp_final,neg_margin_final,support_density_maxsim,support_density_topk_mean,support_density_top5_mean,ignorance_score,conflict_aware_confidence,conflict_aware_error_score,top3_text,top3_support,top3_final
10,/root/autodl-tmp/MMRL/DATASETS/caltech-101/101_ObjectCategories/Faces/image_0024.jpg,0,face,42,0,0,garfield,face,face,0,1,1,1,0,0,0.2977900256351404,0.9058421216902406,1,0.5605303174698124,0.04459842768802329,4.158448461591803,0.0,-29.867258,0.52772963,2.807390595693556,0.5124651924397318,-0.0,0.26705099245667574,3.7807095542778204,0.24203905722948224,-0.0,0.9554015723119768,-0.0,0.47227037,-0.5124651924397318,0.7329490075433243,-0.24203905722948224,0.93953305,0.8096706,0.9250711,-0.8096706,0.10729463376287621,0.8927053662371238,hedgehog:0.0446; helicopter:0.0446; gerenuk:0.0446,face:0.5277; anchor:0.0153; dalmatian:0.0140,face:0.2671; garfield:0.0250; hedgehog:0.0250
11,/root/autodl-tmp/MMRL/DATASETS/caltech-101/101_ObjectCategories/Faces/image_0047.jpg,0,face,90,0,0,tick,face,face,0,1,1,1,0,0,0.33497967201446177,0.9229709605447827,1,0.6579618669689982,0.028454871853432016,4.368337389638794,0.0,-25.54168,0.6352491,2.25188935706745,0.6190174792187529,2.9802322e-08,0.31939338242017834,3.6450930453675845,0.29705015689410535,-0.0,0.971545128146568,-0.0,0.36475092,-0.6190174792187529,0.6806066175798217,-0.29705015689410535,0.8056241,0.74988574,0.7886001,-0.74988574,0.11940393219708895,0.880596067802911,wild_cat:0.0285; windsor_chair:0.0285; umbrella:0.0285,face:0.6352; wheelchair:0.0162; dalmatian:0.0157,face:0.3194; wheelchair:0.0223; dalmatian:0.0181
12,/root/autodl-tmp/MMRL/DATASETS/caltech-101/101_ObjectCategories/Faces/image_0091.jpg,0,face,90,0,0,tick,face,face,0,1,1,1,0,0,0.3740802144421663,0.9184756444176326,1,0.7368376444936062,0.01811075277489789,4.4637189933750125,0.0,-28.318865,0.72592336,1.8145968558519099,0.7184826960772803,2.9802322e-08,0.36573955967655275,3.513238139055627,0.35389634272527887,1.1920929e-07,0.9818892472251021,-0.0,0.27407664,-0.7184826960772803,0.6342604403234473,-0.35389634272527887,0.9379213,0.8655792,0.9311757,-0.8655792,0.1274175804968098,0.8725824195031902,wild_cat:0.0181; windsor_chair:0.0181; umbrella:0.0181,face:0.7259; anchor:0.0074; brain:0.0070,face:0.3657; wheelchair:0.0118; wrench:0.0114
13,/root/autodl-tmp/MMRL/DATASETS/caltech-101/101_ObjectCategories/Faces/image_0283.jpg,0,face,42,0,0,garfield,face,face,0,1,1,1,0,0,0.18491741618046223,0.7863145923558834,1,0.3072624702476046,0.02608746146389701,4.3247841760850125,0.0,-26.867544,0.28957993,3.799777789660052,0.27238448439376073,1.1920929e-07,0.14666303962852062,4.247198399052995,0.12555832569874542,-1.1920929e-07,0.9739125385361029,-0.0,0.7104201,-0.27238448439376073,0.8533369603714793,-0.12555832569874542,0.8094576,0.7532135,0.79122514,-0.7532135,0.07620493823524994,0.92379506176475,hedgehog:0.0261; helicopter:0.0261; gerenuk:0.0261,face:0.2896; flamingo_head:0.0172; dalmatian:0.0171,face:0.1467; hedgehog:0.0211; hawksbill:0.0194
14,/root/autodl-tmp/MMRL/DATASETS/caltech-101/101_ObjectCategories/Faces/image_0060.jpg,0,face,90,0,0,tick,face,face,0,1,1,1,0,0,0.2714897507442333,0.8947273243472363,1,0.558607722122643,0.025797355725447047,4.432936930771191,0.0,-27.101261,0.5398421,2.735544943155014,0.5191795042358609,1.7881393e-07,0.27174583564133464,3.8557306877073367,0.24851583299766533,1.1920929e-07,0.9742026442745529,-0.0,0.46015787,-0.5191795042358609,0.7282541643586653,-0.24851583299766533,0.81990033,0.7849186,0.81525546,-0.7849186,0.11527115285640525,0.8847288471435948,wild_cat:0.0258; windsor_chair:0.0258; umbrella:0.0258,face:0.5398; wheelchair:0.0207; anchor:0.0152,face:0.2717; wheelchair:0.0232; wrench:0.0168
15,/root/autodl-tmp/MMRL/DATASETS/caltech-101/101_ObjectCategories/Faces/image_0078.jpg,0,face,90,0,0,tick,face,face,0,1,1,1,0,0,0.20910649376281668,0.8028826908651389,1,0.4597277315759349,0.01626830708662442,4.4893318880119,0.0,-26.38903,0.45664576,3.1275265856451244,0.4352233396347615,-0.0,0.23322318591956082,4.017535730591329,0.21512720472866656,-1.1920929e-07,0.9837316929133756,-0.0,0.5433543,-0.4352233396347615,0.7667768140804392,-0.21512720472866656,0.88423455,0.7921112,0.86586934,-0.7921112,0.1140158806937805,0.8859841193062195,wild_cat:0.0163; windsor_chair:0.0163; umbrella:0.0163,face:0.4566; dalmatian:0.0214; flamingo_head:0.0135,face:0.2332; dalmatian:0.0181; water_lilly:0.0135
16,/root/autodl-tmp/MMRL/DATASETS/caltech-101/101_ObjectCategories/Faces/image_0006.jpg,0,face,2,0,0,motorbike,face,face,0,1,1,1,0,0,0.13252659340504866,0.6548484037982609,1,0.22098262080958903,0.0220650133302333,4.44884335190633,0.0,-30.52549,0.2074589,4.031774085776324,0.17599621909870175,-0.0,0.10671158060452497,4.372835312246375,0.08728300285468049,-0.0,0.9779349866697667,-0.0,0.7925411,-0.17599621909870175,0.893288419395475,-0.08728300285468049,0.7922215,0.74872786,0.7824822,-0.74872786,0.06418228359530946,0.9358177164046906,motorbike:0.0221; metronome:0.0221; menorah:0.0221,face:0.2075; anchor:0.0315; accordion:0.0268,face:0.1067; octopus:0.0194; anchor:0.0187
17,/root/autodl-tmp/MMRL/DATASETS/caltech-101/101_ObjectCategories/Faces/image_0331.jpg,0,face,80,0,0,scorpion,face,face,0,1,1,1,0,0,0.18648351863004148,0.809685004044329,1,0.360193129989023,0.026649006925367154,4.341343385811823,0.0,-24.43365,0.34342864,3.572321003666624,0.31486834891942916,-0.0,0.17368773580727995,4.143315713369266,0.1543217426370818,-1.1920929e-07,0.9733509930746328,-0.0,0.6565714,-0.31486834891942916,0.8263122641927201,-0.1543217426370818,0.78551453,0.72316706,0.7722182,-0.72316706,0.0898810569842391,0.9101189430157609,strawberry:0.0266; sunflower:0.0266; snoopy:0.0266,face:0.3434; brain:0.0286; dalmatian:0.0144,face:0.1737; sunflower:0.0194; starfish:0.0188
18,/root/autodl-tmp/MMRL/DATASETS/caltech-101/101_ObjectCategories/Faces/image_0017.jpg,0,face,42,0,0,garfield,face,face,0,1,1,1,0,0,0.18187639147585644,0.7754589124987225,1,0.33276942234916435,0.025360238263098356,4.395646701505235,0.0,-30.289598,0.33022285,3.6122784570147495,0.3054946614012463,-0.0,0.16897164126041955,4.185838970735849,0.14647752326246802,-1.1920929e-07,0.9746397617369016,-0.0,0.66977715,-0.3054946614012463,0.8310283587395805,-0.14647752326246802,0.81013036,0.7781919,0.8049496,-0.7781919,0.08849546347046307,0.9115045365295369,hedgehog:0.0254; helicopter:0.0254; gerenuk:0.0254,face:0.3302; dalmatian:0.0247; anchor:0.0223,face:0.1690; dalmatian:0.0225; garfield:0.0202
19,/root/autodl-tmp/MMRL/DATASETS/caltech-101/101_ObjectCategories/Faces/image_0290.jpg,0,face,70,0,0,pigeon,face,face,0,1,1,1,0,0,0.27924925304599485,0.8697758321703097,1,0.5942003182308674,0.014061154495388924,4.560833271484199,0.0,-29.717901,0.59250486,2.4947789143574974,0.580526401261167,1.1920929e-07,0.2996389928514001,3.8070553459668437,0.28706985489427883,1.1920929e-07,0.9859388455046111,-0.0,0.40749514,-0.580526401261167,0.7003610071486,-0.28706985489427883,0.9189616,0.8094703,0.91475046,-0.8094703,0.12504515800367577,0.8749548419963242,platypus:0.0141; pyramid:0.0141; revolver:0.0141,face:0.5925; wheelchair:0.0120; dalmatian:0.0117,face:0.2996; wheelchair:0.0126; car_side:0.0115
20,/root/autodl-tmp/MMRL/DATASETS/caltech-101/101_ObjectCategories/Faces/image_0036.jpg,0,face,42,0,0,garfield,face,face,0,1,1,1,0,0,0.40569063456728693,0.9347049538736701,1,0.7770612056952744,0.034730990872800724,4.299445381489939,0.0,-28.112465,0.7506427,1.676781674868418,0.7429149521615871,8.940697e-08,0.3780987601628838,3.393804162746466,0.35908356461754815,-5.9604645e-08,0.9652690091271993,-0.0,0.24935728,-0.7429149521615871,0.6219012398371162,-0.35908356461754815,0.9439441,0.81459665,0.9337346,-0.81459665,0.12484880517692083,0.8751511948230791,hedgehog:0.0347; helicopter:0.0347; gerenuk:0.0347,face:0.7506; anchor:0.0077; wheelchair:0.0076,face:0.3781; hedgehog:0.0190; gerenuk:0.0188
21,/root/autodl-tmp/MMRL/DATASETS/caltech-101/101_ObjectCategories/Faces/image_0410.jpg,0,face,23,0,0,cougar_body,face,face,0,1,1,1,0,0,0.4071429252659036,0.9477209609297498,1,0.780897285417994,0.018339822534889458,4.453699823437834,0.0,-26.422642,0.76708347,1.5872179295451603,0.7585207921832023,-1.4901161e-07,0.38492249208144236,3.4276018017574006,0.37389063929739624,-1.1920929e-07,0.9816601774651106,-0.0,0.23291653,-0.7585207921832023,0.6150775079185576,-0.37389063929739624,0.9218719,0.76825774,0.9196993,-0.76825774,0.12679798316446236,0.8732020168355377,cougar_face:0.0183; crab:0.0183; crayfish:0.0183,face:0.7671; brain:0.0086; wheelchair:0.0058,face:0.3849; dalmatian:0.0110; buddha:0.0109
22,/root/autodl-tmp/MMRL/DATASETS/caltech-101/101_ObjectCategories/Faces/image_0219.jpg,0,face,23,0,0,cougar_body,face,face,0,1,1,1,0,0,0.3984911333222334,0.886048901879819,1,0.7884453947338643,0.024453511210506443,4.447432922067906,0.0,-26.9499,0.77631843,1.5314896678016972,0.7663778773686131,-2.9802322e-08,0.39335731891123615,3.387952428257034,0.37768082446897533,5.9604645e-08,0.9755464887894936,-0.0,0.22368157,-0.7663778773686131,0.6066426810887638,-0.37768082446897533,0.9423911,0.8195479,0.9215172,-0.8195479,0.13144967302279106,0.8685503269772089,cougar_face:0.0245; crab:0.0245; crayfish:0.0245,face:0.7763; wheelchair:0.0099; dalmatian:0.0069,face:0.3934; dalmatian:0.0157; cougar_face:0.0139
23,/root/autodl-tmp/MMRL/DATASETS/caltech-101/101_ObjectCategories/Faces/image_0404.jpg,0,face,23,0,0,cougar_body,face,face,0,1,1,1,0,0,0.4345635246318651,0.9533583147818198,1,0.8194155818988118,0.02189065409526801,4.433462777822015,0.0,-24.845364,0.8018505,1.3828628519576092,0.7929611013540604,-1.7881393e-07,0.4023188892676613,3.3427263395216764,0.3889002642066166,-0.0,0.978109345904732,-0.0,0.1981495,-0.7929611013540604,0.5976811107323388,-0.3889002642066166,0.9440188,0.79356885,0.9348671,-0.79356885,0.12680176961039863,0.8731982303896013,cougar_face:0.0219; crab:0.0219; crayfish:0.0219,face:0.8019; brain:0.0089; wheelchair:0.0053,face:0.4023; dalmatian:0.0134; crab:0.0123
24,/root/autodl-tmp/MMRL/DATASETS/caltech-101/101_ObjectCategories/Faces/image_0344.jpg,0,face,23,0,0,cougar_body,face,face,0,1,1,1,0,0,0.14407004366227,0.7331725033530032,1,0.29999378799176035,0.025259835940685996,4.427943474081547,0.0,-27.470034,0.2856649,3.811276993509898,0.26627613236375525,1.1920929e-07,0.1460266626003061,4.2636802774579925,0.12370236267212398,1.1920929e-07,0.974740164059314,-0.0,0.7143351,-0.26627613236375525,0.8539733373996938,-0.12370236267212398,0.8328835,0.7807676,0.820521,-0.7807676,0.08488193918075705,0.915118060819243,cougar_face:0.0253; crab:0.0253; crayfish:0.0253,face:0.2857; dalmatian:0.0194; flamingo_head:0.0153,face:0.1460; dalmatian:0.0223; crocodile_head:0.0181
25,/root/autodl-tmp/MMRL/DATASETS/caltech-101/101_ObjectCategories/Faces/image_0143.jpg,0,face,42,0,0,garfield,face,face,0,1,1,1,0,0,0.40075813048296577,0.8394519764629543,1,0.7908093601243555,0.02348440983121242,4.425526378885854,0.0,-28.138968,0.78511125,1.4746225531511004,0.7729712109004149,-2.9802322e-08,0.4007122207728115,3.350832596501443,0.38788446425260725,1.1920929e-07,0.9765155901687875,-0.0,0.21488875,-0.7729712109004149,0.5992877792271885,-0.38788446425260725,0.919108,0.8536755,0.9185735,-0.8536755,0.13340217982590366,0.8665978201740964,hedgehog:0.0235; helicopter:0.0235; gerenuk:0.0235,face:0.7851; anchor:0.0121; wheelchair:0.0069,face:0.4007; gerenuk:0.0128; hedgehog:0.0127
26,/root/autodl-tmp/MMRL/DATASETS/caltech-101/101_ObjectCategories/Faces/image_0195.jpg,0,face,0,0,0,face,face,face,1,1,1,0,0,0,0.4762336698772677,0.8500883856094309,0,0.0,0.014971539500600237,4.495411778514734,0.0,-26.949993,0.8758826,0.9284069423008484,0.8717548630114714,1.7881393e-07,0.44542709783514134,3.1881430302850586,0.4362909811184852,5.9604645e-08,0.9850284604993997,-0.0,0.124117374,-0.8717548630114714,0.5545729021648587,-0.4362909811184852,0.94273925,0.8625965,0.9366846,-0.8625965,0.13173762788711296,0.868262372112887,face:0.0150; ferry:0.0150; euphonium:0.0150,face:0.8759; dalmatian:0.0041; anchor:0.0040,face:0.4454; flamingo_head:0.0091; elephant:0.0084
27,/root/autodl-tmp/MMRL/DATASETS/caltech-101/101_ObjectCategories/Faces/image_0189.jpg,0,face,23,0,0,cougar_body,face,face,0,1,1,1,0,0,0.29371032687930354,0.8378672635543337,1,0.6283579635637048,0.020372450850872283,4.4860122166057925,0.0,-27.888601,0.6235011,2.3376781497601997,0.6083358908636705,-2.682209e-07,0.31772908903072977,3.7055555100623,0.2999602838045082,-0.0,0.9796275491491278,-0.0,0.37649888,-0.6083358908636705,0.6822709109692702,-0.2999602838045082,0.94397444,0.8426912,0.94193935,-0.8426912,0.12871073248115567,0.8712892675188444,cougar_face:0.0204; crab:0.0204; crayfish:0.0204,face:0.6235; dalmatian:0.0152; flamingo_head:0.0104,face:0.3177; dalmatian:0.0178; cougar_face:0.0135
28,/root/autodl-tmp/MMRL/DATASETS/caltech-101/101_ObjectCategories/Faces/image_0014.jpg,0,face,2,0,0,motorbike,face,face,0,1,1,1,0,0,0.21580737365226904,0.8403760787847443,1,0.46536748245343884,0.018121747040544648,4.496226320713592,0.0,-27.93882,0.45526397,3.139570796116245,0.43460386739356777,-5.9604645e-08,0.2306121436405585,4.033705932067188,0.2162886873849627,-1.1920929e-07,0.9818782529594553,-0.0,0.544736,-0.43460386739356777,0.7693878563594415,-0.2162886873849627,0.8263321,0.7872877,0.81652707,-0.7872877,0.1109225849532022,0.8890774150467978,motorbike:0.0181; metronome:0.0181; menorah:0.0181,face:0.4553; anchor:0.0207; pigeon:0.0108,face:0.2306; minaret:0.0143; octopus:0.0134
29,/root/autodl-tmp/MMRL/DATASETS/caltech-101/101_ObjectCategories/Faces/image_0407.jpg,0,face,13,0,0,brontosaurus,face,face,0,1,1,1,0,0,0.47048612705349147,0.9421587189607458,1,0.8638554363380129,0.02260513477927695,4.453610299014356,0.0,-25.399977,0.8471737,1.1116739792285166,0.8436765574374493,-0.0,0.426027169020789,3.253128266174928,0.41334928778863445,-0.0,0.977394865220723,-0.0,0.15282631,-0.8436765574374493,0.5739728309792109,-0.41334928778863445,0.89626,0.7263401,0.88572645,-0.7263401,0.12708008468214005,0.87291991531786,butterfly:0.0226; brontosaurus:0.0226; buddha:0.0226,face:0.8472; elephant:0.0035; tick:0.0034,face:0.4260; car_side:0.0127; chair:0.0122
30,/root/autodl-tmp/MMRL/DATASETS/caltech-101/101_ObjectCategories/Faces/image_0100.jpg,0,face,90,0,0,tick,face,face,0,1,1,1,0,0,0.44726225930432595,0.920462749650448,1,0.8396560495726682,0.01769814415595892,4.51537548045169,0.0,-26.556545,0.82978976,1.217233048510482,0.8232629698757644,2.9802322e-08,0.4181876555088472,3.3135665237854126,0.407268947194742,-1.1920929e-07,0.9823018558440411,-0.0,0.17021024,-0.8232629698757644,0.5818123444911528,-0.407268947194742,0.92831254,0.8405305,0.9232849,-0.8405305,0.1292173765726162,0.8707826234273838,wild_cat:0.0177; windsor_chair:0.0177; umbrella:0.0177,face:0.8298; brain:0.0065; anchor:0.0042,face:0.4182; wheelchair:0.0109; water_lilly:0.0103
31,/root/autodl-tmp/MMRL/DATASETS/caltech-101/101_ObjectCategories/Faces/image_0098.jpg,0,face,42,0,0,garfield,face,face,0,1,1,1,0,0,0.3826726701973724,0.8855394704858598,1,0.7610203019199473,0.020541544042124354,4.477742979609495,0.0,-27.733475,0.75156057,1.671786772455385,0.7452367374689158,-8.940697e-08,0.3806300376218127,3.457437546229813,0.36867602280188816,-5.9604645e-08,0.9794584559578756,-0.0,0.24843943,-0.7452367374689158,0.6193699623781873,-0.36867602280188816,0.9270415,0.85539234,0.92459106,-0.85539234,0.13064969650726177,0.8693503034927382,hedgehog:0.0205; helicopter:0.0205; gerenuk:0.0205,face:0.7516; euphonium:0.0063; saxophone:0.0063,face:0.3806; hedgehog:0.0120; grand_piano:0.0118
32,/root/autodl-tmp/MMRL/DATASETS/caltech-101/101_ObjectCategories/Faces/image_0397.jpg,0,face,42,0,0,garfield,face,face,0,1,1,1,0,0,0.3105043954048042,0.8641179817388596,1,0.6459142371453209,0.020165668867161795,4.488475513134279,0.0,-27.4099,0.6385768,2.2543938930850382,0.6227930843800911,-5.9604645e-08,0.32406578887901416,3.681939098514464,0.3077062819312964,1.1920929e-07,0.9798343311328382,-0.0,0.3614232,-0.6227930843800911,0.6759342111209858,-0.3077062819312964,0.8459683,0.8041587,0.8345791,-0.8041587,0.12695905923475795,0.8730409407652421,hedgehog:0.0202; helicopter:0.0202; gerenuk:0.0202,face:0.6386; wheelchair:0.0158; dalmatian:0.0157,face:0.3241; dalmatian:0.0164; wheelchair:0.0151
33,/root/autodl-tmp/MMRL/DATASETS/caltech-101/101_ObjectCategories/Faces/image_0249.jpg,0,face,42,0,0,garfield,face,face,0,1,1,1,0,0,0.25041338405476943,0.7593000704873831,1,0.5395207997954898,0.02707183834988741,4.367922539328086,0.0,-26.772533,0.53717184,2.732089862227153,0.5164926889603804,5.9604645e-08,0.27921542625347034,3.8004195848323885,0.25964301259335554,-1.1920929e-07,0.9729281616501126,-0.0,0.46282816,-0.5164926889603804,0.7207845737465297,-0.25964301259335554,0.861245,0.7726798,0.8474542,-0.7726798,0.12398185140054288,0.8760181485994571,hedgehog:0.0271; helicopter:0.0271; gerenuk:0.0271,face:0.5372; dalmatian:0.0207; flamingo_head:0.0179,face:0.2792; flamingo_head:0.0196; ibis:0.0184
34,/root/autodl-tmp/MMRL/DATASETS/caltech-101/101_ObjectCategories/Faces/image_0332.jpg,0,face,23,0,0,cougar_body,face,face,0,1,1,1,0,0,0.170435876483157,0.7666772159876332,1,0.3516567291131438,0.02214218029273945,4.412665483835939,0.0,-26.715149,0.34239715,3.581640798130991,0.3198202678263379,-1.1920929e-07,0.17520339925473175,4.1675890174666215,0.15289623612608222,-0.0,0.9778578197072606,-0.0,0.65760285,-0.3198202678263379,0.8247966007452683,-0.15289623612608222,0.78673804,0.75201005,0.7826905,-0.75201005,0.09459310524567828,0.9054068947543217,cougar_face:0.0221; crab:0.0221; crayfish:0.0221,face:0.3424; wheelchair:0.0226; dalmatian:0.0225,face:0.1752; dalmatian:0.0223; crocodile_head:0.0176
