dataset,shots,seed,split,sample_index,label,MMRL_case,MMRL_pred,MMRL_correct,MMRL_conf,MMRL_entropy,MMRL_margin,Bayes_case,Bayes_PM_pred,Bayes_PM_correct,Bayes_PM_conf,Bayes_PM_entropy,Bayes_PM_margin,MC_fusion_prob_mean_pred,MC_fusion_prob_mean_correct,MC_fusion_MI,MC_fusion_variation_ratio,MC_fusion_sample_agreement,paired_case_type,difficulty_group
caltech101,16,1,test,11,0,MMRL_caltech101_16shot_seed1,0,1,0.9991325736045837,0.009522785432636738,0.9989010095596313,BayesMMRL_caltech101_16shot_seed1,0,1,0.9984607696533203,0.014690868556499481,0.9976053833961487,0,1,0.00012584496289491653,0.0,1.0,both_correct,ambiguous_by_Bayes_MC
caltech101,16,1,test,12,0,MMRL_caltech101_16shot_seed1,0,1,0.9937357306480408,0.05681861564517021,0.9927230477333069,BayesMMRL_caltech101_16shot_seed1,0,1,0.9779852628707886,0.1614290475845337,0.9705531001091003,0,1,0.0016611665487289429,0.0,1.0,both_correct,ambiguous_by_Bayes_MC
caltech101,16,1,test,13,0,MMRL_caltech101_16shot_seed1,0,1,0.9970163106918335,0.02924055978655815,0.9963963031768799,BayesMMRL_caltech101_16shot_seed1,0,1,0.9961187839508057,0.036633674055337906,0.9952905774116516,0,1,0.0002655312418937683,0.0,1.0,both_correct,ambiguous_by_Bayes_MC
caltech101,16,1,test,14,0,MMRL_caltech101_16shot_seed1,0,1,0.9990800619125366,0.009961210191249847,0.9988757371902466,BayesMMRL_caltech101_16shot_seed1,0,1,0.9989762306213379,0.010401462204754353,0.9985867738723755,0,1,0.00010357052087783813,0.0,1.0,both_correct,ambiguous_by_Bayes_MC
caltech101,16,1,test,15,0,MMRL_caltech101_16shot_seed1,0,1,0.9978064894676208,0.018992960453033447,0.9964503645896912,BayesMMRL_caltech101_16shot_seed1,0,1,0.9978417158126831,0.019021350890398026,0.9965430498123169,0,1,0.0003423057496547699,0.0,1.0,both_correct,ambiguous_by_Bayes_MC
caltech101,16,1,test,16,0,MMRL_caltech101_16shot_seed1,0,1,0.9971510767936707,0.027362247928977013,0.9964967966079712,BayesMMRL_caltech101_16shot_seed1,0,1,0.995919942855835,0.03809414058923721,0.9948959350585938,0,1,0.0003070160746574402,0.0,1.0,both_correct,ambiguous_by_Bayes_MC
caltech101,16,1,test,17,0,MMRL_caltech101_16shot_seed1,0,1,0.9836635589599609,0.12633201479911804,0.977301836013794,BayesMMRL_caltech101_16shot_seed1,0,1,0.9734368920326233,0.19787338376045227,0.9651306867599487,0,1,0.0017685890197753906,0.0,1.0,both_correct,ambiguous_by_Bayes_MC
caltech101,16,1,test,18,0,MMRL_caltech101_16shot_seed1,0,1,0.9984784722328186,0.014199354685842991,0.9976322054862976,BayesMMRL_caltech101_16shot_seed1,0,1,0.9985643029212952,0.01429278776049614,0.9979721307754517,0,1,0.0001590074971318245,0.0,1.0,both_correct,ambiguous_by_Bayes_MC
caltech101,16,1,test,19,0,MMRL_caltech101_16shot_seed1,0,1,0.9984143972396851,0.017055880278348923,0.99820476770401,BayesMMRL_caltech101_16shot_seed1,0,1,0.9978433847427368,0.022669078782200813,0.9975860714912415,0,1,0.00020619668066501617,0.0,1.0,both_correct,ambiguous_by_Bayes_MC
caltech101,16,1,test,20,0,MMRL_caltech101_16shot_seed1,0,1,0.9984499216079712,0.014641819521784782,0.9977809190750122,BayesMMRL_caltech101_16shot_seed1,0,1,0.9964660406112671,0.0315946526825428,0.9951586127281189,0,1,0.00032493099570274353,0.0,1.0,both_correct,ambiguous_by_Bayes_MC
caltech101,16,1,test,21,0,MMRL_caltech101_16shot_seed1,0,1,0.9984188079833984,0.016414634883403778,0.9981255531311035,BayesMMRL_caltech101_16shot_seed1,0,1,0.9983391761779785,0.017390668392181396,0.9981087446212769,0,1,0.00020989775657653809,0.0,1.0,both_correct,ambiguous_by_Bayes_MC
caltech101,16,1,test,22,0,MMRL_caltech101_16shot_seed1,0,1,0.998997151851654,0.010642258450388908,0.9987179040908813,BayesMMRL_caltech101_16shot_seed1,0,1,0.9975264668464661,0.023236054927110672,0.9967487454414368,0,1,0.00021060742437839508,0.0,1.0,both_correct,ambiguous_by_Bayes_MC
caltech101,16,1,test,23,0,MMRL_caltech101_16shot_seed1,0,1,0.9994551539421082,0.0059854090213775635,0.9992783069610596,BayesMMRL_caltech101_16shot_seed1,0,1,0.9996398687362671,0.0042433952912688255,0.9995555877685547,0,1,4.231976345181465e-05,0.0,1.0,both_correct,ambiguous_by_Bayes_MC
caltech101,16,1,test,24,0,MMRL_caltech101_16shot_seed1,0,1,0.99774169921875,0.022970840334892273,0.9973309636116028,BayesMMRL_caltech101_16shot_seed1,0,1,0.9966704249382019,0.03213505819439888,0.9958118200302124,0,1,0.0003902725875377655,0.0,1.0,both_correct,ambiguous_by_Bayes_MC
caltech101,16,1,test,25,0,MMRL_caltech101_16shot_seed1,0,1,0.9968922734260559,0.029041733592748642,0.9956595301628113,BayesMMRL_caltech101_16shot_seed1,0,1,0.9919617772102356,0.06699532270431519,0.9892749786376953,0,1,0.0006989836692810059,0.0,1.0,both_correct,ambiguous_by_Bayes_MC
caltech101,16,1,test,26,0,MMRL_caltech101_16shot_seed1,0,1,0.9976142644882202,0.02109198085963726,0.9964466691017151,BayesMMRL_caltech101_16shot_seed1,0,1,0.9977602958679199,0.020888209342956543,0.9970902800559998,0,1,0.00024447962641716003,0.0,1.0,both_correct,ambiguous_by_Bayes_MC
caltech101,16,1,test,27,0,MMRL_caltech101_16shot_seed1,0,1,0.9899914264678955,0.05977973714470863,0.9805659651756287,BayesMMRL_caltech101_16shot_seed1,0,1,0.9947182536125183,0.03551779314875603,0.9898734092712402,0,1,0.0009411871433258057,0.0,1.0,both_correct,ambiguous_by_Bayes_MC
caltech101,16,1,test,28,0,MMRL_caltech101_16shot_seed1,0,1,0.9976072311401367,0.02418634295463562,0.9971867203712463,BayesMMRL_caltech101_16shot_seed1,0,1,0.9969812035560608,0.030190113931894302,0.9965426325798035,0,1,0.0002641342580318451,0.0,1.0,both_correct,ambiguous_by_Bayes_MC
caltech101,16,1,test,29,0,MMRL_caltech101_16shot_seed1,0,1,0.9990395903587341,0.01036064699292183,0.9988498687744141,BayesMMRL_caltech101_16shot_seed1,0,1,0.9986364245414734,0.014390213415026665,0.9984402656555176,0,1,0.0001464691013097763,0.0,1.0,both_correct,ambiguous_by_Bayes_MC
caltech101,16,1,test,30,0,MMRL_caltech101_16shot_seed1,0,1,0.9951056241989136,0.04472794383764267,0.9940954446792603,BayesMMRL_caltech101_16shot_seed1,0,1,0.9852075576782227,0.1160188615322113,0.9809938073158264,0,1,0.0010279417037963867,0.0,1.0,both_correct,ambiguous_by_Bayes_MC
caltech101,16,1,test,31,0,MMRL_caltech101_16shot_seed1,0,1,0.998139500617981,0.019266948103904724,0.9977157115936279,BayesMMRL_caltech101_16shot_seed1,0,1,0.9912164211273193,0.07538797706365585,0.9888140559196472,0,1,0.000524863600730896,0.0,1.0,both_correct,ambiguous_by_Bayes_MC
caltech101,16,1,test,32,0,MMRL_caltech101_16shot_seed1,0,1,0.9990826845169067,0.009742200374603271,0.9987706542015076,BayesMMRL_caltech101_16shot_seed1,0,1,0.9971935153007507,0.025389350950717926,0.9959931373596191,0,1,0.00021469593048095703,0.0,1.0,both_correct,ambiguous_by_Bayes_MC
caltech101,16,1,test,33,0,MMRL_caltech101_16shot_seed1,0,1,0.9833590388298035,0.1050567775964737,0.9719502925872803,BayesMMRL_caltech101_16shot_seed1,0,1,0.9949327111244202,0.04445628821849823,0.9933009743690491,0,1,0.0004886835813522339,0.0,1.0,both_correct,ambiguous_by_Bayes_MC
caltech101,16,1,test,34,0,MMRL_caltech101_16shot_seed1,0,1,0.9978591799736023,0.020967185497283936,0.9972131252288818,BayesMMRL_caltech101_16shot_seed1,0,1,0.9976786971092224,0.021718917414546013,0.9966433048248291,0,1,0.0002064630389213562,0.0,1.0,both_correct,ambiguous_by_Bayes_MC
caltech101,16,1,test,35,0,MMRL_caltech101_16shot_seed1,0,1,0.9927158951759338,0.06335783004760742,0.9908136129379272,BayesMMRL_caltech101_16shot_seed1,0,1,0.9966714382171631,0.032842375338077545,0.9959039688110352,0,1,0.00033472105860710144,0.0,1.0,both_correct,ambiguous_by_Bayes_MC
caltech101,16,1,test,36,0,MMRL_caltech101_16shot_seed1,0,1,0.9917014241218567,0.05935446918010712,0.9865114092826843,BayesMMRL_caltech101_16shot_seed1,0,1,0.9965608716011047,0.03052978217601776,0.9954684376716614,0,1,0.00037191808223724365,0.0,1.0,both_correct,ambiguous_by_Bayes_MC
caltech101,16,1,test,37,0,MMRL_caltech101_16shot_seed1,0,1,0.9953006505966187,0.0416698232293129,0.9939296841621399,BayesMMRL_caltech101_16shot_seed1,0,1,0.9914035201072693,0.06930967420339584,0.9881898164749146,0,1,0.0008056983351707458,0.0,1.0,both_correct,ambiguous_by_Bayes_MC
caltech101,16,1,test,38,0,MMRL_caltech101_16shot_seed1,0,1,0.9981887936592102,0.01925649121403694,0.9978652596473694,BayesMMRL_caltech101_16shot_seed1,0,1,0.9952672719955444,0.04626139998435974,0.9943867921829224,0,1,0.0003927461802959442,0.0,1.0,both_correct,ambiguous_by_Bayes_MC
caltech101,16,1,test,39,0,MMRL_caltech101_16shot_seed1,0,1,0.9990233182907104,0.009776504710316658,0.998580813407898,BayesMMRL_caltech101_16shot_seed1,0,1,0.9976219534873962,0.02274208888411522,0.9970635771751404,0,1,0.0001965295523405075,0.0,1.0,both_correct,ambiguous_by_Bayes_MC
caltech101,16,1,test,40,0,MMRL_caltech101_16shot_seed1,0,1,0.9981855750083923,0.01876610890030861,0.9979807138442993,BayesMMRL_caltech101_16shot_seed1,0,1,0.9957252740859985,0.03968270868062973,0.9947755932807922,0,1,0.00028970465064048767,0.0,1.0,both_correct,ambiguous_by_Bayes_MC
caltech101,16,1,test,41,0,MMRL_caltech101_16shot_seed1,0,1,0.9983550906181335,0.016729936003684998,0.9978023767471313,BayesMMRL_caltech101_16shot_seed1,0,1,0.9965783953666687,0.03198907524347305,0.995549738407135,0,1,0.00022479146718978882,0.0,1.0,both_correct,ambiguous_by_Bayes_MC
caltech101,16,1,test,42,0,MMRL_caltech101_16shot_seed1,0,1,0.9952687621116638,0.03790699690580368,0.992164671421051,BayesMMRL_caltech101_16shot_seed1,0,1,0.9967095851898193,0.030478237196803093,0.9954498410224915,0,1,0.000241059809923172,0.0,1.0,both_correct,ambiguous_by_Bayes_MC
caltech101,16,1,test,43,0,MMRL_caltech101_16shot_seed1,0,1,0.99745112657547,0.02572026662528515,0.9971023201942444,BayesMMRL_caltech101_16shot_seed1,0,1,0.9982530474662781,0.018402885645627975,0.9980039000511169,0,1,0.00016455166041851044,0.0,1.0,both_correct,ambiguous_by_Bayes_MC
caltech101,16,1,test,44,0,MMRL_caltech101_16shot_seed1,0,1,0.9973949193954468,0.024387173354625702,0.9962666630744934,BayesMMRL_caltech101_16shot_seed1,0,1,0.9955808520317078,0.03908774256706238,0.9936735033988953,0,1,0.0003223307430744171,0.0,1.0,both_correct,ambiguous_by_Bayes_MC
caltech101,16,1,test,45,0,MMRL_caltech101_16shot_seed1,0,1,0.9951503872871399,0.046397000551223755,0.994381844997406,BayesMMRL_caltech101_16shot_seed1,0,1,0.9882388114929199,0.09828425943851471,0.9855034351348877,0,1,0.0007504671812057495,0.0,1.0,both_correct,ambiguous_by_Bayes_MC
caltech101,16,1,test,46,0,MMRL_caltech101_16shot_seed1,0,1,0.998723566532135,0.01236112043261528,0.9979894161224365,BayesMMRL_caltech101_16shot_seed1,0,1,0.9983123540878296,0.01618504896759987,0.9974057674407959,0,1,0.0001338757574558258,0.0,1.0,both_correct,ambiguous_by_Bayes_MC
caltech101,16,1,test,47,0,MMRL_caltech101_16shot_seed1,0,1,0.9956241250038147,0.040802985429763794,0.9941873550415039,BayesMMRL_caltech101_16shot_seed1,0,1,0.9907066226005554,0.0829649567604065,0.9887109994888306,0,1,0.0008250921964645386,0.0,1.0,both_correct,ambiguous_by_Bayes_MC
caltech101,16,1,test,48,0,MMRL_caltech101_16shot_seed1,0,1,0.9907727241516113,0.06875485926866531,0.9846999645233154,BayesMMRL_caltech101_16shot_seed1,0,1,0.992964506149292,0.05666805058717728,0.9890272617340088,0,1,0.000405728816986084,0.0,1.0,both_correct,ambiguous_by_Bayes_MC
caltech101,16,1,test,49,0,MMRL_caltech101_16shot_seed1,0,1,0.9934245347976685,0.045446570962667465,0.9877688884735107,BayesMMRL_caltech101_16shot_seed1,0,1,0.992634117603302,0.05769114941358566,0.9880490303039551,0,1,0.0003431588411331177,0.0,1.0,both_correct,ambiguous_by_Bayes_MC
caltech101,16,1,test,50,0,MMRL_caltech101_16shot_seed1,0,1,0.9980781078338623,0.01918121799826622,0.9974167943000793,BayesMMRL_caltech101_16shot_seed1,0,1,0.9986637830734253,0.013564502820372581,0.998123824596405,0,1,0.00022207945585250854,0.0,1.0,both_correct,ambiguous_by_Bayes_MC
caltech101,16,1,test,51,0,MMRL_caltech101_16shot_seed1,0,1,0.9962627291679382,0.031408198177814484,0.9944713115692139,BayesMMRL_caltech101_16shot_seed1,0,1,0.9940230250358582,0.04858039319515228,0.9910021424293518,0,1,0.00042812153697013855,0.0,1.0,both_correct,ambiguous_by_Bayes_MC
caltech101,16,1,test,52,0,MMRL_caltech101_16shot_seed1,0,1,0.9989234805107117,0.011757382191717625,0.9987441301345825,BayesMMRL_caltech101_16shot_seed1,0,1,0.9967202544212341,0.03150233253836632,0.9958560466766357,0,1,0.0002341531217098236,0.0,1.0,both_correct,ambiguous_by_Bayes_MC
caltech101,16,1,test,53,0,MMRL_caltech101_16shot_seed1,0,1,0.9966201782226562,0.02905675396323204,0.9955779314041138,BayesMMRL_caltech101_16shot_seed1,0,1,0.9967001080513,0.030241861939430237,0.9959477782249451,0,1,0.00026794523000717163,0.0,1.0,both_correct,ambiguous_by_Bayes_MC
caltech101,16,1,test,54,0,MMRL_caltech101_16shot_seed1,0,1,0.9967892169952393,0.028344161808490753,0.9950494766235352,BayesMMRL_caltech101_16shot_seed1,0,1,0.997083842754364,0.026053203269839287,0.9954643249511719,0,1,0.0002889372408390045,0.0,1.0,both_correct,ambiguous_by_Bayes_MC
caltech101,16,1,test,55,0,MMRL_caltech101_16shot_seed1,0,1,0.9954360127449036,0.035998836159706116,0.9924284219741821,BayesMMRL_caltech101_16shot_seed1,0,1,0.9944880604743958,0.043412256985902786,0.9911156296730042,0,1,0.0004182197153568268,0.0,1.0,both_correct,ambiguous_by_Bayes_MC
caltech101,16,1,test,56,0,MMRL_caltech101_16shot_seed1,0,1,0.9979091286659241,0.018496764823794365,0.9968334436416626,BayesMMRL_caltech101_16shot_seed1,0,1,0.9953475594520569,0.03859429806470871,0.9930393695831299,0,1,0.00044154003262519836,0.0,1.0,both_correct,ambiguous_by_Bayes_MC
caltech101,16,1,test,57,0,MMRL_caltech101_16shot_seed1,0,1,0.986299455165863,0.11541400849819183,0.9844655990600586,BayesMMRL_caltech101_16shot_seed1,0,1,0.9833775758743286,0.13853973150253296,0.9810881018638611,0,1,0.0010970085859298706,0.0,1.0,both_correct,ambiguous_by_Bayes_MC
caltech101,16,1,test,58,0,MMRL_caltech101_16shot_seed1,0,1,0.9986775517463684,0.013718675822019577,0.9982336759567261,BayesMMRL_caltech101_16shot_seed1,0,1,0.9973664879798889,0.02463449165225029,0.9962946176528931,0,1,0.00022498518228530884,0.0,1.0,both_correct,ambiguous_by_Bayes_MC
caltech101,16,1,test,59,0,MMRL_caltech101_16shot_seed1,0,1,0.9989327788352966,0.011397890746593475,0.9987679719924927,BayesMMRL_caltech101_16shot_seed1,0,1,0.9968500733375549,0.029348816722631454,0.9962529540061951,0,1,0.0002137795090675354,0.0,1.0,both_correct,ambiguous_by_Bayes_MC
caltech101,16,1,test,60,0,MMRL_caltech101_16shot_seed1,0,1,0.9984673857688904,0.016386035829782486,0.9982732534408569,BayesMMRL_caltech101_16shot_seed1,0,1,0.9951211810112,0.046069152653217316,0.9938843846321106,0,1,0.0003267712891101837,0.0,1.0,both_correct,ambiguous_by_Bayes_MC
caltech101,16,1,test,61,0,MMRL_caltech101_16shot_seed1,0,1,0.9987874627113342,0.012373331002891064,0.9983879923820496,BayesMMRL_caltech101_16shot_seed1,0,1,0.9950626492500305,0.04405370354652405,0.993701159954071,0,1,0.00030019134283065796,0.0,1.0,both_correct,ambiguous_by_Bayes_MC
caltech101,16,1,test,62,0,MMRL_caltech101_16shot_seed1,0,1,0.9968069791793823,0.03154440224170685,0.9963264465332031,BayesMMRL_caltech101_16shot_seed1,0,1,0.9988704323768616,0.01192404329776764,0.9985307455062866,0,1,0.0001432141289114952,0.0,1.0,both_correct,ambiguous_by_Bayes_MC
caltech101,16,1,test,63,0,MMRL_caltech101_16shot_seed1,0,1,0.9990471005439758,0.010355819016695023,0.9988250136375427,BayesMMRL_caltech101_16shot_seed1,0,1,0.998846173286438,0.012374695390462875,0.9985564351081848,0,1,0.0001315642148256302,0.0,1.0,both_correct,ambiguous_by_Bayes_MC
caltech101,16,1,test,64,0,MMRL_caltech101_16shot_seed1,0,1,0.9962037205696106,0.035263922065496445,0.9949095249176025,BayesMMRL_caltech101_16shot_seed1,0,1,0.9978862404823303,0.020893555134534836,0.9971675872802734,0,1,0.00032274238765239716,0.0,1.0,both_correct,ambiguous_by_Bayes_MC
caltech101,16,1,test,65,0,MMRL_caltech101_16shot_seed1,0,1,0.98577880859375,0.08782020211219788,0.9743062853813171,BayesMMRL_caltech101_16shot_seed1,0,1,0.9934593439102173,0.054445717483758926,0.9909871816635132,0,1,0.0005841255187988281,0.0,1.0,both_correct,ambiguous_by_Bayes_MC
caltech101,16,1,test,66,0,MMRL_caltech101_16shot_seed1,0,1,0.9994046688079834,0.006450671702623367,0.9992095828056335,BayesMMRL_caltech101_16shot_seed1,0,1,0.9986522793769836,0.013315494172275066,0.9982126951217651,0,1,0.00014701951295137405,0.0,1.0,both_correct,ambiguous_by_Bayes_MC
caltech101,16,1,test,67,0,MMRL_caltech101_16shot_seed1,0,1,0.9988665580749512,0.012452466413378716,0.998703122138977,BayesMMRL_caltech101_16shot_seed1,0,1,0.9986863732337952,0.013529850170016289,0.9982519745826721,0,1,0.0001087486743927002,0.0,1.0,both_correct,ambiguous_by_Bayes_MC
caltech101,16,1,test,68,0,MMRL_caltech101_16shot_seed1,0,1,0.9983273148536682,0.01788640208542347,0.9980641007423401,BayesMMRL_caltech101_16shot_seed1,0,1,0.9987770915031433,0.013262413442134857,0.9985173940658569,0,1,0.00018532201647758484,0.0,1.0,both_correct,ambiguous_by_Bayes_MC
caltech101,16,1,test,69,0,MMRL_caltech101_16shot_seed1,0,1,0.9984128475189209,0.014882693998515606,0.9974431991577148,BayesMMRL_caltech101_16shot_seed1,0,1,0.99580979347229,0.03727300465106964,0.9941701292991638,0,1,0.0003231167793273926,0.0,1.0,both_correct,ambiguous_by_Bayes_MC
caltech101,16,1,test,70,0,MMRL_caltech101_16shot_seed1,0,1,0.975665271282196,0.13560345768928528,0.9567397236824036,BayesMMRL_caltech101_16shot_seed1,0,1,0.9854830503463745,0.08954159170389175,0.9742815494537354,0,1,0.0018618479371070862,0.0,1.0,both_correct,ambiguous_by_Bayes_MC
caltech101,16,1,test,71,0,MMRL_caltech101_16shot_seed1,0,1,0.9991111159324646,0.009132216684520245,0.9987257122993469,BayesMMRL_caltech101_16shot_seed1,0,1,0.9965916872024536,0.0315399169921875,0.9955480694770813,0,1,0.00023071840405464172,0.0,1.0,both_correct,ambiguous_by_Bayes_MC
caltech101,16,1,test,72,0,MMRL_caltech101_16shot_seed1,0,1,0.9988858103752136,0.010387848131358624,0.9981305003166199,BayesMMRL_caltech101_16shot_seed1,0,1,0.9992638230323792,0.0075285485945641994,0.9988605380058289,0,1,0.000109049491584301,0.0,1.0,both_correct,ambiguous_by_Bayes_MC
caltech101,16,1,test,73,0,MMRL_caltech101_16shot_seed1,0,1,0.9956474900245667,0.03848640248179436,0.9937286972999573,BayesMMRL_caltech101_16shot_seed1,0,1,0.9928681254386902,0.06018010526895523,0.9901509284973145,0,1,0.00047140568494796753,0.0,1.0,both_correct,ambiguous_by_Bayes_MC
caltech101,16,1,test,74,0,MMRL_caltech101_16shot_seed1,0,1,0.9910663962364197,0.06338559836149216,0.9844687581062317,BayesMMRL_caltech101_16shot_seed1,0,1,0.9972866773605347,0.022459285333752632,0.9952659010887146,0,1,0.00042076408863067627,0.0,1.0,both_correct,ambiguous_by_Bayes_MC
caltech101,16,1,test,75,0,MMRL_caltech101_16shot_seed1,0,1,0.9971720576286316,0.02859371155500412,0.9966914057731628,BayesMMRL_caltech101_16shot_seed1,0,1,0.9985992312431335,0.015103922225534916,0.9983817338943481,0,1,0.00015344470739364624,0.0,1.0,both_correct,ambiguous_by_Bayes_MC
caltech101,16,1,test,76,0,MMRL_caltech101_16shot_seed1,0,1,0.9937283992767334,0.05284673720598221,0.9909172654151917,BayesMMRL_caltech101_16shot_seed1,0,1,0.9812218546867371,0.13125625252723694,0.9710533022880554,0,1,0.0018707811832427979,0.0,1.0,both_correct,ambiguous_by_Bayes_MC
caltech101,16,1,test,77,0,MMRL_caltech101_16shot_seed1,0,1,0.999202311038971,0.008986091241240501,0.9991001486778259,BayesMMRL_caltech101_16shot_seed1,0,1,0.9996147155761719,0.004544940777122974,0.999520480632782,0,1,5.040038377046585e-05,0.0,1.0,both_correct,ambiguous_by_Bayes_MC
caltech101,16,1,test,78,0,MMRL_caltech101_16shot_seed1,0,1,0.9952127933502197,0.04001525789499283,0.9925292134284973,BayesMMRL_caltech101_16shot_seed1,0,1,0.995288610458374,0.036856845021247864,0.9919565320014954,0,1,0.0006292685866355896,0.0,1.0,both_correct,ambiguous_by_Bayes_MC
caltech101,16,1,test,79,0,MMRL_caltech101_16shot_seed1,0,1,0.9915693402290344,0.06990045309066772,0.9896441102027893,BayesMMRL_caltech101_16shot_seed1,0,1,0.9964403510093689,0.03282207250595093,0.9957969188690186,0,1,0.0002450123429298401,0.0,1.0,both_correct,ambiguous_by_Bayes_MC
caltech101,16,1,test,80,0,MMRL_caltech101_16shot_seed1,0,1,0.9989803433418274,0.010508990846574306,0.9985248446464539,BayesMMRL_caltech101_16shot_seed1,0,1,0.9956642985343933,0.03685945272445679,0.9934208989143372,0,1,0.00028201937675476074,0.0,1.0,both_correct,ambiguous_by_Bayes_MC
caltech101,16,1,test,81,0,MMRL_caltech101_16shot_seed1,0,1,0.9855812191963196,0.09321101009845734,0.9763942956924438,BayesMMRL_caltech101_16shot_seed1,0,1,0.9906593561172485,0.06760203093290329,0.9862339496612549,0,1,0.0010102465748786926,0.0,1.0,both_correct,ambiguous_by_Bayes_MC
caltech101,16,1,test,82,0,MMRL_caltech101_16shot_seed1,0,1,0.9985740184783936,0.01501728780567646,0.9983417391777039,BayesMMRL_caltech101_16shot_seed1,0,1,0.9973679184913635,0.025956787168979645,0.996991753578186,0,1,0.0002131294459104538,0.0,1.0,both_correct,ambiguous_by_Bayes_MC
caltech101,16,1,test,83,0,MMRL_caltech101_16shot_seed1,0,1,0.9827204346656799,0.10501358658075333,0.9694797396659851,BayesMMRL_caltech101_16shot_seed1,0,1,0.9932924509048462,0.05479913204908371,0.9908840656280518,0,1,0.0006702467799186707,0.0,1.0,both_correct,ambiguous_by_Bayes_MC
caltech101,16,1,test,84,0,MMRL_caltech101_16shot_seed1,0,1,0.9987666606903076,0.013186360709369183,0.9984568953514099,BayesMMRL_caltech101_16shot_seed1,0,1,0.9992988109588623,0.008025248534977436,0.9991729259490967,0,1,7.656961679458618e-05,0.0,1.0,both_correct,ambiguous_by_Bayes_MC
